ward_id,building_count,total_area_m2,mean_area_m2,median_area_m2,max_area_m2,std_area_m2,mean_confidence,WARD,ward_area_m2,ward_area_km2,building_density_per_km2,building_coverage_pct,imperviousness_estimate,building_size_variability
"84
",2626,213043.32874968604,81.12845725425973,57.57884979248047,2187.1708,87.55906150338706,0.7559041507996954,"84
",464690.99839445873,0.4646909983944587,5651.067072684906,45.8462353447272,59.60010594814536,1.0792644710224621
"18
",2274,109951.80400824547,48.35171680221876,34.58150100708008,790.5653076171875,45.65950252257349,0.734247889182058,"18
",237121.02480580527,0.23712102480580527,9590.039524594393,46.369487521527276,60.28033377798546,0.944320192586797
"25
",3248,194039.20813887863,59.741135510738495,40.261199951171875,1606.2353,69.81953635487072,0.737583158866995,"25
",407157.41712220234,0.4071574171222023,7977.25858209077,47.65704859568863,61.95416317439522,1.1687011932058209
"60
",2452,252294.86087554396,102.89349954141271,68.45859909057617,2701.7509765625,131.92087666079917,0.7645169657422513,"60
",581527.6366356012,0.5815276366356011,4216.480603030189,43.38484449942623,56.4002978492541,1.2821108937761756
"10
",3152,216402.15224289894,68.65550515320398,49.75404930114746,943.97412109375,68.38020483120889,0.7488319479695431,"10
",438699.78435450885,0.43869978435450885,7184.867903771069,49.32807353924445,64.1264956010178,0.995990120218608
"62
",2011,187990.637799226,93.48117245113178,59.60559844970703,2212.6712,109.443923958669,0.7564072103431129,"62
",388134.91375077976,0.38813491375077974,5181.188109481069,48.43435391641532,62.964660091339915,1.1707589997962629
"71
",3947,364258.73279368476,92.28749247369768,56.524600982666016,3108.320556640625,131.8591710119244,0.7536601976184444,"71
",1039093.889611365,1.039093889611365,3798.5017903206326,35.05542053855425,45.57204670012053,1.4287870162850593
"91
",5932,501497.88147354126,84.54111285798066,76.12635040283203,859.7360229492188,61.28336734285835,0.7868496291301416,"91
",1079092.145798285,1.079092145798285,5497.2135818963425,46.474055383152276,60.41627199809796,0.7248942587946217
"75
",1640,170117.32599263,103.7300768247744,64.79769897460938,1782.5998,141.0018592415205,0.7556631707317074,"75
",562932.7165324084,0.5629327165324084,2913.3144189987474,30.219832849746307,39.285782704670204,1.3593150950780388
"96
",6378,540020.6053807735,84.66927020708272,69.90439987182617,831.3560791015625,61.401829511003506,0.7792913452492944,"96
",1126790.4441480048,1.1267904441480048,5660.324892817644,47.92555778098536,62.303225115280966,0.7251961586633251
"88
",2793,203035.75208759308,72.694504864874,54.31060028076172,628.6275024414062,62.56728963543143,0.7539039026136771,"88
",489325.632559412,0.48932563255941197,5707.855493674521,41.49297289529203,53.94086476387964,0.8606880224541422
"44
",2238,213282.55448695755,95.3005158565494,49.988901138305664,3234.0836,170.09483019405593,0.7455576854334227,"44
",521998.7656069513,0.5219987656069514,4287.36646033593,40.85882353360824,53.116470593690714,1.7848259126959007
"85
",3158,303333.6894772053,96.05246658556216,69.53390121459961,2945.80859375,113.39934721275918,0.7643079164027866,"85
",714352.5929524545,0.7143525929524545,4420.786081209323,42.462740734727674,55.20156295514598,1.1805979715444859
"89
",3189,281870.2655580044,88.38829274318105,66.96749877929688,1369.1722412109375,87.58331574196478,0.7633936657259328,"89
",698678.9885521873,0.6986789885521874,4564.327899151929,40.343315052610926,52.446309568394206,0.9908927192025849
"67
",8448,784492.7011020184,92.86135192968968,79.11039733886719,1432.7928466796875,75.6638539032568,0.7890996448863636,"67
",1835636.081637943,1.835636081637943,4602.219407488345,42.73683160564231,55.557881087335005,0.8148045697261221
"76
",2526,199651.62232516098,79.03864700125138,55.32645034790039,1724.8343505859375,94.38850308761631,0.7540461203483768,"76
",436377.64494508575,0.43637764494508574,5788.564169729351,45.752028005533,59.477636407192904,1.1942069692326833
"74
",5561,725022.4846785652,130.3762784892223,70.63970184326172,4812.10205078125,203.1894200116959,0.7592705448660313,"74
",3348107.0864076363,3.3481070864076363,1660.9385113684327,21.65469819116451,28.151107648513864,1.5584845829795084
"87
",1887,213240.5022149086,113.00503561998336,89.32340240478516,1073.0235595703125,96.19673330746352,0.777259830418654,"87
",747414.19331341,0.7474141933134101,2524.704530475423,28.53043253963086,37.08956230152012,0.8512605901117248
"132
",5303,387089.9368696213,72.99451949266854,55.43410110473633,1098.0177001953125,67.45887147162519,0.7650735055628889,"132
",916209.5199363562,0.9162095199363562,5787.977405395623,42.24906295412759,54.92378184036587,0.9241635117332425
"69
",5042,575799.2829773076,114.20057179240531,73.06269836425781,3508.7099609375,139.86279495694126,0.7596386552955177,"69
",2016905.4430447917,2.016905443044792,2499.869300956627,28.54865035755274,37.11324546481857,1.224711862311731
"22
",1445,134376.43131895753,92.99407011692563,51.11759948730469,5145.47998046875,191.24789578578535,0.7438736332179932,"22
",345541.09380149475,0.3455410938014947,4181.847039096654,38.88869767720121,50.55530698036157,2.0565601177077286
"119
",3226,254292.84884371262,78.82605357833621,61.16559982299805,3253.06591796875,86.14720372394247,0.7675670489770614,"119
",628724.1942036756,0.6287241942036756,5131.025702114041,40.44585069066617,52.579605897866024,1.0928772888310412
"54
",2026,205408.0640066437,101.38601382361485,69.72124862670898,6148.7838,172.54487629491214,0.7607399308983218,"54
",376550.0799362472,0.37655007993624723,5380.426423871739,54.549998778760276,70.91499841238836,1.7018607378636574
"122
",14541,1027126.6191246543,70.6365875197479,59.93989944458008,1495.074462890625,54.537202023960035,0.7731074822914518,"122
",3155804.6738470965,3.1558046738470966,4607.6996211155665,32.5472177551639,42.31138308171307,0.7720814940092207
"29
",2260,272563.20730626985,120.60318907357073,81.39604949951172,6378.7843,185.76886185604656,0.776710575221239,"29
",563138.0330882887,0.5631380330882887,4013.2256519880225,48.40078121016156,62.921015573210035,1.5403312572665326
"109
",18505,1672280.664174025,90.36912532688598,75.66020202636719,10328.1008,132.1492061736051,0.7939630856525263,"109
",7095001.030984308,7.0950010309843075,2608.174391968024,23.5698438502133,30.64079700527729,1.4623269362804048
"32
",4210,459572.352610894,109.16207900496295,71.75194931030273,5653.6552,176.73064881118495,0.772438432304038,"32
",1664138.3726670807,1.6641383726670806,2529.8377040923097,27.61623433238588,35.90110463210164,1.618974743080425
"57
",6887,665186.0857130256,96.58575369725942,65.13259887695312,3815.3999,146.4908829731223,0.7774565122694932,"57
",2736020.478327947,2.7360204783279474,2517.1595222155734,24.312174962942457,31.605827451825196,1.5166924454747917
"136
",3684,238129.91459989548,64.63895618889671,53.14229965209961,561.5869140625,48.27962005555956,0.7579950597176981,"136
",529388.1037925693,0.5293881037925693,6958.977683116781,44.98210535784956,58.47673696520443,0.746912123928337
"106
",9292,784783.7797014015,84.45800470312112,77.17190170288086,4902.1168,74.79946400617244,0.7938755596211795,"106
",1911098.8824970548,1.9110988824970547,4862.124134497431,41.064530301854276,53.38388939241056,0.8856409083911054
"4
",4544,427249.33939480665,94.02494264850499,74.7282485961914,4858.6652,107.8873942784312,0.779148349471831,"4
",949236.5845800344,0.9492365845800343,4787.004708642132,45.00978431881998,58.51271961446598,1.147433768524044
"52
",1472,117785.56770922814,80.01736936768216,44.816349029541016,2802.4891,136.17619869139182,0.7489641983695653,"52
",238420.9913443157,0.23842099134431569,6173.953021922516,49.402347941389145,64.22305232380589,1.7018329866064228
"38
",3368,240152.6909625767,71.30424315990994,47.8036003112793,1407.8648,86.9325160281029,0.7520534441805227,"38
",491725.203174985,0.491725203174985,6849.354025893738,48.83880049506352,63.49044064358258,1.219177319267583
"81
",4862,491498.7971415512,101.08983898427627,76.73255157470703,1733.587158203125,92.54230938782932,0.7691576923076923,"81
",1273171.0030535504,1.2731710030535504,3818.8114466470465,38.604303425286105,50.18559445287194,0.9154462042641451
"127
",15994,1105415.5559388436,69.11439014248116,57.844600677490234,3976.9188,70.22105554226113,0.770417756658747,"127
",3423408.650653494,3.423408650653494,4671.951739371491,32.289909524176466,41.976882381429405,1.0160120836991913
"53
",2199,171276.73773765564,77.88846645641458,53.71179962158203,1608.81396484375,88.38384344674141,0.751968985902683,"53
",345013.9440104077,0.34501394401040775,6373.6554367601575,49.64342476908379,64.53645219980893,1.1347487948835135
"34
",3867,367903.6721405983,95.13929975190025,77.03260040283203,1297.072021484375,80.67068464619464,0.7835862942849755,"34
",788680.1847255506,0.7886801847255506,4903.128130885729,46.64801769663118,60.642423005620536,0.8479217826551575
"135
",2495,180930.5881807804,72.51726981193603,52.77299880981445,633.4179077148438,67.29086495776922,0.7574813627254509,"135
",334805.80822459405,0.33480580822459405,7452.0809935480775,54.04045680695263,70.25259384903842,0.9279288248479182
"117
",3136,313612.9289422035,100.00412274942714,72.80125045776367,1413.236572265625,108.39627278940885,0.7677455038265306,"117
",731568.7406375468,0.7315687406375467,4286.678511259301,42.868552402730664,55.72911812354987,1.083918040669276
"105
",3959,318087.0338578224,80.34529776656288,70.52749633789062,768.2871704101562,53.79660211373327,0.7875385198282394,"105
",667286.6816227678,0.6672866816227678,5932.982193458661,47.66872209771515,61.969338727029694,0.6695675242879202
"20
",2404,144808.55267691612,60.23650277741935,40.23139953613281,1087.5570068359375,74.11973882955336,0.7416860232945092,"20
",295590.8982210035,0.2955908982210035,8132.862055186182,48.989516777559096,63.68637181082683,1.2304787863172288
"102
",4485,373552.5574652657,83.28931047163114,67.42870330810547,3986.2309,99.88603589351622,0.7832656633221851,"102
",986372.6570660868,0.9863726570660868,4546.963024441893,37.871341504576776,49.23274395594981,1.1992659721626346
"46
",2232,351559.5725140282,157.50876904750365,77.04819869995117,4496.25634765625,259.2674778150991,0.752586559139785,"46
",1307719.6509282496,1.3077196509282496,1706.7878412744467,26.883405190438413,34.94842674756994,1.646051069936974
"73
",3087,242052.23418612595,78.41018276194556,57.98680114746094,1593.9737,77.33237477007863,0.7525765144152899,"73
",541979.0944607985,0.5419790944607985,5695.79164870036,44.66080641485585,58.059048339312604,0.9862542344131606
"82
",5145,393985.88371934585,76.57645942066975,52.227298736572266,4911.2447,111.57016832109072,0.7516609135082605,"82
",926018.899427738,0.9260188994277381,5556.04211013351,42.5462033186171,55.310064314202236,1.4569773683082474
"124
",12005,876701.4403674339,73.02802502019442,61.43259811401367,3658.7782,68.76349024540542,0.7744851978342356,"124
",2546482.3120430782,2.546482312043078,4714.3465097812605,34.42794148701721,44.756323933122374,0.9416041338430045
"56
",3014,289692.487910569,96.11562306256437,64.88650131225586,2036.919189453125,106.40264850410644,0.7708687126741871,"56
",677433.1086018856,0.6774331086018857,4449.147763415959,42.76326093781396,55.59223921915815,1.107027610223636
"3
",5036,482502.7485007225,95.81071256964307,68.26494979858398,6212.7673,160.3572689997294,0.7751859412231931,"3
",1346367.5167515224,1.3463675167515223,3740.434864434875,35.83737296818417,46.58858485863942,1.6736883037287569
"36
",2321,311786.4506019928,134.33280939336183,73.21199798583984,12221.7128,396.5989996123029,0.7588022404136149,"36
",988965.2892354752,0.9889652892354752,2346.897333266632,31.526531213549557,40.98449057761442,2.952361388132341
"41
",1169,84901.4741489006,72.62743725312284,45.28020095825195,2482.8626,108.20588815217249,0.7393875106929,"41
",209613.72302737716,0.20961372302737716,5576.924941347087,40.503776624306134,52.65490961159798,1.4898761713848006
"37
",1769,151958.56926083565,85.90083056011059,61.05849838256836,698.8104858398438,81.09789831177419,0.7619190503109101,"37
",314097.5527293475,0.3140975527293475,5632.008223649922,48.37941841329014,62.893243937277184,0.9440874760229999
"139
",9877,698783.080516393,70.74851478347605,49.23500061035156,11014.5992,135.38587374656478,0.7544101650298674,"139
",1615142.5870897884,1.6151425870897884,6115.249563072119,43.26448241176533,56.24382713529493,1.9136214259890776
"23
",1371,82021.55076527596,59.82607641522681,40.80860137939453,692.4404907226562,63.04953599476772,0.7352043763676148,"23
",164295.64270307135,0.16429564270307134,8344.713088208824,49.923144287832436,64.90008757418217,1.0538805111865983
"40
",3343,176426.7626440525,52.774981347308554,37.5364990234375,1039.287353515625,56.30122374276201,0.7394737959916243,"40
",367540.55739845464,0.36754055739845465,9095.594847171704,48.00198484021625,62.40258029228113,1.0668165540836008
"121
",7491,602014.8150646175,80.36508010474137,66.64099884033203,2523.931396484375,71.4517626619639,0.7712229208383393,"121
",1475524.1805571946,1.4755241805571946,5076.839877453728,40.80006434305142,53.040083645966845,0.8890896713950814
"33
",5873,576620.3350949188,98.18156565552849,74.75789642333984,2381.386474609375,106.34320724133843,0.7780276008854078,"33
",1827258.854942003,1.827258854942003,3214.1040028980506,31.55657631842319,41.02354921395015,1.0831280447741605
"103
",5103,448396.5818834305,87.86921063755251,82.39710235595703,795.7335815429688,54.609551636565314,0.7941309033901626,"103
",953784.1507805521,0.9537841507805521,5350.267139398194,47.012375023895544,61.11608753106421,0.6214867669839624
"13
",3990,401558.3457054951,100.64118939987345,64.1140022277832,2715.365478515625,131.56428543262436,0.771489022556391,"13
",785749.8542353697,0.7857498542353697,5077.951944238992,51.1051123383612,66.43664603986957,1.3072608364144571
"66
",8027,956458.4348804642,119.15515570953833,89.29139709472656,9618.5094,163.11360207925043,0.7959630621651924,"66
",1908369.3909494847,1.9083693909494848,4206.208734047169,50.11914566522107,65.1548893647874,1.3689177032076443
"123
",9146,721219.2855319977,78.8562525182591,67.36179733276367,1091.578369140625,60.46274697592631,0.7781319155915154,"123
",1894664.7103663378,1.8946647103663379,4827.239326282484,38.06580032794025,49.48554042632233,0.7667463903629735
"63
",3307,593463.3982664436,179.45672762819584,89.25900268554688,8628.1142578125,309.1334702614324,0.762599274266707,"63
",3799863.1736498205,3.7998631736498205,870.2944945313864,15.618020206143738,20.30342626798686,1.722607306770382
"21
",1785,170001.2071181328,95.23877149475227,53.87179946899414,3365.4757,155.3118037591453,0.7528952941176471,"21
",340762.37339069473,0.3407623733906947,5238.254394810901,49.888491333877724,64.85503873404105,1.6307623599250554
"49
",1690,132801.38187766075,78.58069933589394,54.38294982910156,1441.906494140625,90.66003010414089,0.7463276923076922,"49
",258497.33716467797,0.258497337164678,6537.784947948499,51.374371331747405,66.78668273127163,1.153718799531342
"70
",2985,307519.21247053146,103.02151171542093,64.1011962890625,2073.14306640625,139.61376118923346,0.7587618090452262,"70
",832559.4137214555,0.8325594137214555,3585.3297083716284,36.93660865546544,48.01759125210508,1.3551903759177237
"45
",2377,462678.8977080948,194.64825313760824,76.35250091552734,9226.2551,408.46786438318117,0.7533234749684475,"45
",1539874.9130699844,1.5398749130699845,1543.6318754366055,30.046524804126534,39.0604822453645,2.0984923203724377
"100
",6232,601202.0446767807,96.47016121257714,85.35115051269531,1470.4127197265625,69.69359965791747,0.7928756578947369,"100
",1405303.8932772642,1.4053038932772641,4434.6280045282965,42.7809278514654,55.61520620690502,0.7224368528248223
"92
",6997,692238.9254479408,98.93367521051033,85.40809631347656,3991.222412109375,94.77688245922651,0.7889182220951837,"92
",1575194.269688129,1.575194269688129,4441.991781359977,43.94625721848242,57.13013438402715,0.9579840459536247
"9
",2219,144131.5725976322,64.9533900845571,44.83209991455078,1079.2873,65.2216017722832,0.7471698963497071,"9
",296948.24470589514,0.29694824470589515,7472.682662925831,48.53760719831285,63.098889357806705,1.004129294673872
"114
",12911,846378.5351657867,65.5548396844386,57.073001861572266,460.9169921875,42.158879216565296,0.7702358763844783,"114
",2308043.8665709295,2.3080438665709297,5593.914477536307,36.67081667833527,47.67206168183586,0.6431085701605791
"101
",8543,722750.9748134613,84.60154217645574,75.85579681396484,1135.47412109375,55.56454070417581,0.7918366967107573,"101
",1676677.9356076294,1.6766779356076293,5095.194383233778,43.10613025103929,56.037969326351075,0.6567792888252951
"138
",5197,339101.4317274303,65.24945771164717,43.47140121459961,3696.2235,98.6699833403435,0.7505138349047528,"138
",807976.8348401005,0.8079768348401005,6432.115100216322,41.96920222280121,54.559962889641575,1.5121962204864532
"31
",4263,532285.9123989308,124.86181383976795,78.38369750976562,3607.0604,191.79926080345123,0.7790462115880835,"31
",1385081.428863362,1.385081428863362,3077.797385167702,38.42993641433342,49.95891733863345,1.5360922199126663
"104
",6513,567809.3958749771,87.18092981344651,80.8989028930664,595.9641723632812,54.711788089324294,0.7930222785198833,"104
",1188797.7490918622,1.1887977490918622,5478.644289977302,47.76333033173506,62.092329431255585,0.6275660079147919
"5
",3196,308424.48786996765,96.50328156131654,64.75180053710938,9889.7262,223.65265849607502,0.7707338861076345,"5
",1357314.7192017017,1.3573147192017017,2354.649186947381,22.72313734661082,29.540078550594068,2.3175653187914644
"126
",12182,844068.3259608746,69.2881567854929,58.491899490356445,1782.569580078125,53.99523828962895,0.7710548760466261,"126
",2959419.9960691724,2.9594199960691725,4116.347127538724,28.521410515641648,37.077833670334144,0.7792852457713829
"14
",6343,504648.6596519947,79.55993373041065,56.35390090942383,1689.052734375,86.03398699383452,0.7671133690682643,"14
",1004856.1087363434,1.0048561087363435,6312.346558729327,50.22098738958909,65.28728360646582,1.0813732862744863
"111
",10480,825119.7197911739,78.73279768999751,69.31819915771484,1076.0130615234375,56.14231186347759,0.7833131202290076,"111
",2425985.1054016096,2.4259851054016095,4319.894617928864,34.01173889955023,44.2152605694153,0.7130740112212487
"130
",5883,482953.0349377419,82.0929857109879,67.722900390625,4021.1869,84.02963020108668,0.7745612442631311,"130
",1037242.9635961757,1.0372429635961757,5671.76660288283,46.561225468651855,60.529593109247415,1.0235908643512714
"19
",2232,123279.43054962158,55.23271978029641,38.34750175476074,561.7144165039062,52.58507549181453,0.7390495071684589,"19
",242802.5490513734,0.2428025490513734,9192.654725909579,50.77353225131812,66.00559192671356,0.9520638436960261
"78
",3286,311754.91311236075,94.87368019244089,67.74195098876953,2853.0218,103.81325579230639,0.7622884357881924,"78
",681853.0256839131,0.6818530256839131,4819.220383606968,45.72171734512198,59.438232548658576,1.0942260865366722
"27
",2670,204881.7992553711,76.73475627541988,54.46665000915527,1387.58935546875,79.97119456201999,0.7547535580524345,"27
",424448.3041719513,0.42444830417195134,6290.5187127767085,48.27014202708887,62.75118463521554,1.0421769540126475
"98
",5460,514655.5058561813,94.25925015680977,78.73554992675781,4165.7362,95.51576572489938,0.7827810622710623,"98
",1161264.6589549717,1.1612646589549718,4701.7705721910825,44.318536854408585,57.61409791073116,1.0133304218524894
"6
",4977,687601.241771537,138.15576487272193,61.10449981689453,13339.9244,321.1246879538503,0.7658443037974684,"6
",1743364.7910630284,1.7433647910630283,2854.8242028940144,39.441042132798124,51.27335477263756,2.324366907524208
"2
",7352,766238.0635566025,104.22171702347694,88.14584732055664,1994.876953125,100.03480234793304,0.785240451577802,"2
",1721330.7248886381,1.721330724888638,4271.11414076202,44.51428493534701,57.86857041595111,0.9598268499587206
"59
",6701,707475.2169177792,105.57755811338295,73.3770980834961,2585.712158203125,120.53644532403523,0.7792558573347261,"59
",1943515.5371823465,1.9435155371823465,3447.875703486744,36.401829745259285,47.322378668837075,1.1416862397460215
"131
",7383,600899.9830322281,81.38967669405771,64.8812026977539,4900.2816,88.65501759154623,0.7746570906135718,"131
",1411761.4130542225,1.4117614130542224,5229.637197710004,42.56384807488352,55.33300249734858,1.089266123083383
"42
",2010,157747.01616470222,78.48110256950359,49.52104949951172,1809.1463,100.3681829466823,0.7394324378109453,"42
",321474.5424674982,0.32147454246749824,6252.439103177868,49.06983145660773,63.79078089359005,1.2788834465952528
"129
",12228,862367.5109465122,70.52400318502717,61.28919982910156,633.3218994140625,46.54052458243181,0.7728587831207065,"129
",2112266.167029218,2.112266167029218,5789.043156998526,40.82664980424238,53.074644745515094,0.6599245998603883
"51
",2344,135500.7763991356,57.80749846379505,39.45009994506836,1121.14453125,65.19054860655086,0.7411117747440272,"51
",298461.190166539,0.298461190166539,7853.617412341171,45.399797649914625,59.01973694488901,1.1277178625430373
"120
",4428,344105.1831009388,77.71119762893831,61.65060043334961,1235.41796875,70.06804629564225,0.7676628726287263,"120
",694929.0153428663,0.6949290153428663,6371.8738205445325,49.51659457349943,64.37157294554926,0.9016467180213694
"8
",2394,169710.49531627237,70.88993120980467,46.24354934692383,2007.5882,94.52566535128642,0.7503212197159566,"8
",360829.50552709174,0.36082950552709175,6634.712414947602,47.03343066924725,61.14345987002143,1.333414544747262
"1
",5478,637628.8063247345,116.39810265146667,75.38444900512695,16965.4749,348.2360256925292,0.7772125593282219,"1
",1373039.4519059414,1.3730394519059415,3989.688710252198,46.4392196043333,60.3709854856333,2.9917672003233573
"80
",11048,1998700.1085437352,180.9105818739804,45.54719924926758,22694.3921,633.7210665631249,0.7552364952932658,"80
",9072456.19231516,9.07245619231516,1217.7518155842106,22.03041895354356,28.63954463960663,3.5029519003181666
"55
",3188,348929.88849928015,109.45103152424095,69.76539993286133,2610.9257,142.6199634926888,0.7648161856963613,"55
",978745.8483296081,0.9787458483296081,3257.2296530716835,35.650714544004124,46.34592890720536,1.3030481440561088
"64
",2588,299512.43163284456,115.73123324298476,80.61750030517578,3743.369873046875,155.31177848615496,0.7690454018547142,"64
",851785.33047848,0.8517853304784799,3038.324220195507,35.1629008995256,45.71177116938328,1.3420040047449286
"107
",10155,933992.0407015426,91.97361306760637,73.12439727783203,5022.8173828125,121.0112759668447,0.7920881733136386,"107
",2699832.5041689137,2.6998325041689135,3761.344447968265,34.59444388714226,44.97277705328494,1.315717322944504
"77
",2543,239009.3864504486,93.98717516730184,64.77870178222656,2204.6752,102.65286220449318,0.7669067636649626,"77
",494616.6577266321,0.4946166577266321,5141.355351209141,48.32214659914382,62.81879057888697,1.092200739321785
"28
",2224,218785.7549495697,98.374889815454,70.08399963378906,1007.2050170898438,98.64341035055965,0.7668869604316546,"28
",425233.51984945004,0.42523351984945,5230.067471603336,51.45073112463683,66.88595046202788,1.0027295637698743
"112
",7878,643174.666685659,81.64187188190644,65.07680130004883,13490.4012,199.00754473924172,0.7740944656004062,"112
",1608755.2116960902,1.6087552116960901,4896.953832829748,39.97964774314969,51.9735420660946,2.437567147248935
"133
",3736,264311.0891158581,70.74707952779927,54.41914939880371,1307.6937255859375,65.1526444544074,0.7600349036402569,"133
",508396.25901092275,0.5083962590109228,7348.598526803347,51.9891884393625,67.58594497117126,0.9209234485616666
"65
",5304,581740.1439469814,109.67951431881248,77.5396499633789,12255.8193,233.30215863307149,0.772265818250377,"65
",1332442.438361876,1.332442438361876,3980.6597623240027,43.65968294001362,56.757587822017705,2.127126109939885
"24
",1344,101345.69390010834,75.40602224710442,46.23500061035156,3210.87109375,122.68660490863996,0.7418508928571429,"24
",201584.98776758226,0.20158498776758227,6667.1631398939635,50.274425205191875,65.35675276674944,1.627013350559691
