date,evi_mean,evi_std,ndvi_mean,ndvi_std,ward_id
2014-01-01,0.10178598584163609,0.03778755300792038,0.19201289984268485,0.0629859866469434,93
2014-01-01,0.05027503793626707,0.02772015692596273,0.11457594840667681,0.06524044451105467,61
2014-01-01,0.08072668872346293,0.018711797295414855,0.16736854149434796,0.03812434964252234,86
2014-01-01,0.09141423685335615,0.025776298577557134,0.22412721248396753,0.0626062271482188,90
2014-01-01,0.06631755725190841,0.011176316887579606,0.15472102706453855,0.014236202704921798,26
2014-01-01,0.06937926364790521,0.011926675797047098,0.16406999576809145,0.03223215218301503,72
2014-01-01,0.09829762210796915,0.02672309102162403,0.21501690231362472,0.052889090542733955,134
2014-01-01,0.12058159097016932,0.012868483049683974,0.25610467616232196,0.023331660892443325,99
2014-01-01,0.17556225148683083,0.05613231532144353,0.38017057774001684,0.08720883979036141,125
2014-01-01,0.1021661178509532,0.0180973574983338,0.2259889081455806,0.03411938171340147,118
2014-01-01,0.07211083418107835,0.012527555565133273,0.17667400813835202,0.032134258758177325,83
2014-01-01,0.053049432404540756,0.018400202118904287,0.11459287925696596,0.04128076413540933,43
2014-01-01,0.056169623329283117,0.02689754393662152,0.11655899149453222,0.05574853515203456,47
2014-01-01,0.13450232674090082,0.015392667159121683,0.2840480139604454,0.030958304449469745,115
2014-01-01,0.08019364451476794,0.015623278017112793,0.1669247099156118,0.030390669620789963,68
2014-01-01,0.062195006090133974,0.010169063071394577,0.14629390986601704,0.014862705002791484,39
2014-01-01,0.08150539785946952,0.006151645870299929,0.1717350860865519,0.009540428918587533,12
2014-01-01,0.1547456836889307,0.06879024504800926,0.3246313239690406,0.10981453313258768,108
2014-01-01,0.1326423366834171,0.030123612001219293,0.2784040759352318,0.04778280097624826,110
2014-01-01,0.14183017184712174,0.07207013110940585,0.2839993891551545,0.13508901756230954,141
2014-01-01,0.0645335815842925,0.0163497172586522,0.14535328368314152,0.03155562759851386,17
2014-01-01,0.05508934807916181,0.025928115018980836,0.12742240977881258,0.05621128667803288,7
2014-01-01,0.08655023809523808,0.005389470338775966,0.18037023809523808,0.011658310899000318,16
2014-01-01,0.06527642913077526,0.07149993076919725,0.1527735809682805,0.1525604506781201,137
2014-01-01,0.05416568265682656,0.017050153469495025,0.12418766473379017,0.044389455204286186,84
2014-01-01,0.06191486068111455,0.016916030821839713,0.15670908152734778,0.03533335779174552,18
2014-01-01,0.06186541717049578,0.009911733498107273,0.15095604594921408,0.013090764874521333,25
2014-01-01,0.05883774695250106,0.023628652966202476,0.12261328289197142,0.05179783789966851,60
2014-01-01,0.08212859531772576,0.009487985824188559,0.17396293199554072,0.009571015407860812,10
2014-01-01,0.06149689086294416,0.023325164284285112,0.1369454314720812,0.046886782785770145,62
2014-01-01,0.08756005191127893,0.026940053207756227,0.2010800141576215,0.06068879170633987,71
2014-01-01,0.08244962559564332,0.019302892118040486,0.1816184706149308,0.04473524754071001,91
2014-01-01,0.07940978260869566,0.027878550417968318,0.19431369565217393,0.06545032541517964,75
2014-01-01,0.11480969631236443,0.029791567598902714,0.23492642082429505,0.036836309018539494,96
2014-01-01,0.0709236354531798,0.02450504347181525,0.1682546319479219,0.05955225679089647,88
2014-01-01,0.048531643192488275,0.017678954496767197,0.11581000000000001,0.04202511888482815,44
2014-01-01,0.06575206043956043,0.009916762418791199,0.14500034340659337,0.02809945892426994,85
2014-01-01,0.08935742365742366,0.0249933251860347,0.20644422604422613,0.05150210880036208,89
2014-01-01,0.08791433146517212,0.016730190675702177,0.17893665599145983,0.031033854676054063,67
2014-01-01,0.059073135165451485,0.015098591180017466,0.14620544026920915,0.037903294887299856,76
2014-01-01,0.11973370589524429,0.02616394343247024,0.2785816275841917,0.05727526722711588,74
2014-01-01,0.06476089785296033,0.031822200404172635,0.15105422901756674,0.07766320044405581,87
2014-01-01,0.08926940517471324,0.024279750516009543,0.20894158442251265,0.055888884484743245,132
2014-01-01,0.0727254880562629,0.011761816445045876,0.15291782466351406,0.026452249753343142,69
2014-01-01,0.05729183818310859,0.01637321886247074,0.12909481902058198,0.03241665923438692,22
2014-01-01,0.0845471800855698,0.018646136196588507,0.1961611435239206,0.03886004803565404,119
2014-01-01,0.07199746423927178,0.016471371944983916,0.15345897269180758,0.03746767304540683,54
2014-01-01,0.20602660457896776,0.054427867320158904,0.3918301590997283,0.08663730075410658,122
2014-01-01,0.08966334349151067,0.022993309684545913,0.1967874183717893,0.04048560562766135,29
2014-01-01,0.16233581945450146,0.05273562890325492,0.30706117720078596,0.08280432226998174,109
2014-01-01,0.1006093317633206,0.03766868029047997,0.20626336473358853,0.0641424407392878,32
2014-01-01,0.09680940323879389,0.04967755089943181,0.2141820703229846,0.08946308493720742,57
2014-01-01,0.15258469010175765,0.046397506398512506,0.32253418131359846,0.08986200462375633,136
2014-01-01,0.11644673302705465,0.02381581745724936,0.253663335885656,0.056665133142432336,106
2014-01-01,0.0986903234152652,0.020468095759010093,0.20127712807244505,0.04103133124820589,4
2014-01-01,0.05528063524590165,0.01320660141700557,0.12280040983606559,0.030976889035553425,52
2014-01-01,0.08189388363998011,0.014833754529366505,0.17591208354052706,0.022337992265140983,38
2014-01-01,0.08722116676261758,0.01878875661133527,0.19997136825945125,0.03946921830680234,81
2014-01-01,0.17517364252586512,0.037880186031090085,0.3714622333214413,0.055665080938929884,127
2014-01-01,0.05066469750889681,0.016604098731173477,0.11823259786476868,0.04036336144011744,53
2014-01-01,0.10364325162891717,0.015846755801156773,0.2129228668941979,0.02651855774657992,34
2014-01-01,0.09629613983976694,0.04532768658995989,0.20940538965768393,0.09034108542615782,135
2014-01-01,0.09877082360786932,0.020912191973987318,0.22437019006335446,0.04087193933899865,117
2014-01-01,0.10064892217756666,0.020562372861271435,0.21974552429667515,0.048330085765314446,105
2014-01-01,0.06500448504983389,0.04397102897236872,0.13984958471760794,0.1144853299068876,20
2014-01-01,0.12377972166998014,0.04239384140283689,0.26612495029821076,0.09170645372903435,102
2014-01-01,0.08197892175215275,0.04176028916977482,0.17530071134406586,0.08713405429687003,46
2014-01-01,0.08973966606498195,0.030775848233105165,0.21408957581227436,0.06243451644353002,73
2014-01-01,0.09183616908850728,0.01715047612636288,0.2110925231175694,0.03566395757375333,82
2014-01-01,0.16401096100411985,0.0481889787468944,0.33553756826674314,0.07275548026524627,124
2014-01-01,0.07957602022390753,0.021110418848298958,0.17266720837847596,0.04987622457421752,56
2014-01-01,0.10681321097583134,0.022055950501397113,0.22028451753588948,0.045815750032703356,3
2014-01-01,0.09070271336951159,0.017289082832934986,0.19446556487419833,0.03197463758949544,36
2014-01-01,0.07821370499419282,0.010229091894574669,0.17192717770034846,0.013988328468166996,41
2014-01-01,0.0740172386895476,0.009907779771472473,0.16795023400936038,0.019742684721182416,37
2014-01-01,0.15683979113061908,0.03317108494079243,0.31562609353715765,0.05876661589134278,139
2014-01-01,0.07339463487332339,0.007593212429532054,0.1562724292101341,0.01472650671408547,23
2014-01-01,0.06556074517631404,0.006459848516578565,0.15104417831004657,0.015965372286448135,40
2014-01-01,0.12243208236466296,0.03333560288131729,0.25691715376951196,0.06095981744180176,121
2014-01-01,0.12036782748459686,0.029657179838484666,0.2529422314492366,0.05038944581953629,33
2014-01-01,0.10292137189659586,0.029595982283961205,0.2489543383670336,0.04926427097868928,103
2014-01-01,0.07901010605115409,0.015032598259005757,0.15934635059263882,0.026699136482082695,13
2014-01-01,0.06742928672045079,0.022423426678364698,0.13878935843257784,0.04262036902702765,66
2014-01-01,0.15073368935786902,0.05576484944084156,0.2930635182087248,0.08741710475640946,123
2014-01-01,0.09810307088134938,0.04475076239516042,0.20500357947595443,0.08554327532273429,63
2014-01-01,0.06389489208633092,0.04248791004509401,0.13574474820143884,0.1084149138341523,21
2014-01-01,0.07040672348484849,0.010812544155336924,0.15152727272727273,0.020019089655059073,49
2014-01-01,0.061427152512488994,0.006828767128222458,0.14413878930355573,0.019499958799820392,70
2014-01-01,0.07755819828408007,0.0469779951845349,0.1708470924690181,0.10620629646870731,45
2014-01-01,0.11744093760892292,0.008628107363095662,0.25046720111537124,0.01642002732328041,100
2014-01-01,0.08333418430884182,0.029857329052353207,0.18070563511830634,0.050853377997130314,92
2014-01-01,0.07442180016515278,0.010841258808919915,0.15863476465730803,0.016834316584763507,9
2014-01-01,0.18712686757215616,0.04495453205670774,0.37151170415959256,0.06271443625090499,114
2014-01-01,0.12866997811816192,0.03941979515212677,0.2685725309992705,0.08740124352748774,101
2014-01-01,0.13836547655068074,0.017344862524678827,0.27776390317700456,0.0309724651908758,138
2014-01-01,0.09715778326861985,0.03189979227839655,0.2091259265795976,0.06138605783796382,31
2014-01-01,0.08610522295623453,0.04161397172921764,0.20822795210569783,0.09868202690948111,104
2014-01-01,0.10028174288800862,0.021476000558763305,0.20580162045372702,0.04028681049673718,5
2014-01-01,0.18525753390671518,0.057737720955284566,0.40150309295401915,0.08184002518587766,126
2014-01-01,0.07877812879708385,0.01479709535400691,0.1700812150668287,0.03052258203803739,14
2014-01-01,0.1750061970125152,0.03772365522969468,0.3487750302785627,0.06440381501812602,111
2014-01-01,0.1033625058878945,0.016233126624282817,0.2441616580310881,0.03763570467875764,130
2014-01-01,0.06311478873239437,0.04480114188332241,0.13219396378269618,0.11550063217600956,19
2014-01-01,0.08402753311851055,0.013753921626605409,0.18848807733619763,0.02831480921801591,78
2014-01-01,0.0852282583621684,0.011221450295998267,0.18331978085351788,0.016124155865249883,27
2014-01-01,0.11330995999157722,0.01332993236195128,0.24210869656769848,0.026434224024772756,98
2014-01-01,0.060114479955144386,0.0428441722895139,0.13584155678434712,0.07505987949766557,6
2014-01-01,0.10871191253727105,0.019759265930821727,0.23040447252591223,0.035918580345542926,2
2014-01-01,0.10211443337955374,0.04385081593493695,0.2013648934829194,0.0762063354030067,59
2014-01-01,0.112596625500087,0.033368093100868135,0.2532667942250827,0.059915583709097026,131
2014-01-01,0.061988118811881175,0.013886194183032592,0.1328851485148515,0.02677250221776065,42
2014-01-01,0.14683855868381415,0.029287487551569402,0.3327867338662957,0.05026634822511909,129
2014-01-01,0.05105970394736841,0.01948229117484612,0.11466537828947367,0.0425358983051739,51
2014-01-01,0.09100183680678207,0.016513945182406464,0.2058993288590604,0.03184395698357632,120
2014-01-01,0.07499280868385347,0.0174841808968179,0.15682924016282226,0.033497285908940536,8
2014-01-01,0.09197687086979817,0.03842253831564607,0.20640467940703694,0.08852512873873648,1
2014-01-01,0.08477815918521307,0.05213132128593064,0.190253009535161,0.10457893076125385,80
2014-01-01,0.08073683287396644,0.022508752755701158,0.17304693059383616,0.05134427973716639,55
2014-01-01,0.056981914893617015,0.023850059622567026,0.12386610120759055,0.05044648744957383,64
2014-01-01,0.09256565876691186,0.019665431430281377,0.19828803232543368,0.042245873116971165,107
2014-01-01,0.07649717542120912,0.021287256490419047,0.18421526263627355,0.04757494018213085,77
2014-01-01,0.07582897465437789,0.013995890431822753,0.169609331797235,0.023262250448277032,28
2014-01-01,0.151144127032366,0.02671986498482429,0.30400519677860516,0.047170849854160056,112
2014-01-01,0.14970833737275818,0.04581947837260858,0.3161632089190501,0.07725236049607834,133
2014-01-01,0.07457613033131978,0.024717800473317807,0.15382000732198423,0.0377094834535349,65
2014-01-01,0.07802600243013365,0.005330513577508254,0.16685127582017012,0.010254564532441461,24
2014-01-01,0.14276140724946693,0.023758562952759875,0.31959514925373134,0.044411931107433175,128
2014-01-01,0.06909891788669638,0.014383368929953342,0.1550555697008275,0.0274180306070088,50
2014-01-01,0.16237009345794384,0.04610134246975212,0.3154576175641595,0.06787124967043352,113
2014-01-01,0.18269121007910924,0.08403941277757705,0.344693510108409,0.13186263096021553,94
2014-01-01,0.08904501712471809,0.03625162995603576,0.19822873611227135,0.07734721874489038,79
2014-01-01,0.0868020255063766,0.0037158351087687863,0.18092040510127536,0.006979175373129136,11
2014-01-01,0.09499018885306312,0.005602205448066971,0.19935389221556882,0.010398685703484867,15
2014-01-01,0.17643247040252563,0.027096504803431204,0.343087134964483,0.04868997886578019,140
2014-01-01,0.15029131259484071,0.04631823812163322,0.30694908952959044,0.07461626149365731,97
2014-01-01,0.06782174348697395,0.0040652675188726775,0.14467655310621244,0.006421378356708242,48
2014-01-01,0.10810685899322932,0.017811001935343816,0.22588801884015317,0.03228825330944899,35
2014-01-01,0.13684376753507016,0.04128316471131208,0.29076078156312624,0.06679160743334013,116
2014-01-01,0.12969153284671533,0.05761426650122792,0.26688255474452555,0.0893378543308558,95
2014-01-01,0.1009114587737844,0.019390231778794554,0.2115220295983087,0.030576655835557767,30
2014-01-01,0.16494017107555847,0.07972275370527288,0.32207216627820157,0.13745609422616137,58
2014-01-17,0.09243808337703202,0.024775512156243407,0.20699533298374412,0.043225855495678714,93
2014-01-17,0.060769461305007606,0.013672271208544683,0.15041927162367225,0.05000221270103957,61
2014-01-17,0.0724769506479184,0.027343891366477607,0.17501588089330022,0.06641917393845458,86
2014-01-17,0.07860335613510046,0.03256200275532049,0.1916114578879863,0.07702829203245715,90
2014-01-17,0.05976786953504512,0.009832406267936251,0.1647927827897294,0.025171156123462306,26
2014-01-17,0.06660901396529836,0.023122922157155477,0.1688338552687262,0.05360101034728087,72
2014-01-17,0.07772724935732647,0.031006923999931015,0.18324286632390743,0.06752503123842306,134
2014-01-17,0.11367218489653318,0.02501152822200194,0.20612047836603065,0.03577408000214673,99
2014-01-17,0.1899609940526763,0.07710841820267673,0.37667943925233643,0.10186410362360035,125
2014-01-17,0.09131155401502021,0.011884257780374698,0.20626143847487002,0.023925583072878336,118
2014-01-17,0.05611261444557478,0.015549496324238304,0.15766439471007118,0.04381564895958975,83
2014-01-17,0.05099102167182663,0.005421216355842943,0.12726914344685245,0.015146393073616487,43
2014-01-17,0.05273268529769138,0.0024074834020947245,0.12826628189550432,0.003885963208673766,47
2014-01-17,0.11703101213229186,0.02100771266336884,0.26512642512880175,0.03862347313645856,115
2014-01-17,0.07967813818565402,0.024075722543674623,0.19696323839662452,0.06822876179442233,68
2014-01-17,0.05281461632155907,0.006370231059388645,0.13795858708891595,0.012574074270100159,39
2014-01-17,0.0563118659841787,0.014291679354275768,0.14666738017682646,0.019729275733986303,12
2014-01-17,0.14022149760432454,0.06404832573127354,0.2929889573692618,0.10540685692774877,108
2014-01-17,0.11842594919039648,0.035242312251603236,0.22982749860413182,0.058438386927315594,110
2014-01-17,0.15819999999999995,0.09705904723878298,0.32373110687022894,0.1625967193851611,141
2014-01-17,0.07141252538930264,0.014600235063358648,0.16003710223425863,0.0157983034067761,17
2014-01-17,0.052846274738067515,0.04374662665566341,0.11789846153846156,0.08141457417986595,7
2014-01-17,0.059174047619047605,0.014541696831716846,0.1594361111111111,0.01804148408332858,16
2014-01-17,0.061366836335160525,0.05075988450538475,0.14734619629483645,0.10142003768645193,137
2014-01-17,0.05700500790722192,0.012617578566780913,0.16081407485503427,0.03579088648742242,84
2014-01-17,0.0784311661506708,0.013132402674301399,0.17062291021671827,0.011007517072381658,18
2014-01-17,0.0514821039903265,0.008485198509758004,0.14184643288996376,0.021293124440473647,25
2014-01-17,0.06915018915510719,0.019969898399973398,0.1747100882723834,0.07303052334962568,60
2014-01-17,0.07724275362318839,0.01359902914733256,0.1675015050167224,0.012408609662246564,10
2014-01-17,0.05357474619289339,0.00787633304414068,0.12176744923857866,0.019550674895995154,62
