date,ward_id,flooded,event_id,event_type,confidence,max_rainfall_mm,source,notes
2015-07-30,44,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-30,43,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-30,40,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-30,37,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-30,48,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-30,39,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-31,38,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-31,44,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-31,43,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-31,40,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-31,37,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-31,48,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-07-31,39,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-01,38,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-01,44,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-01,43,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-01,40,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-01,37,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-01,48,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-01,39,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-02,38,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-02,44,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-02,43,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-02,40,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-02,37,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-02,48,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2015-08-02,39,1,2015_KOMEN,cyclone,0.7,87,Cyclone Komen reports,Cholera outbreak followed
2017-07-20,124,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,6,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,49,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,105,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,34,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,121,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,136,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,106,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,135,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,127,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,7,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,46,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,126,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,45,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,33,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,125,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,128,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,51,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,122,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,36,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,123,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,43,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,129,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,50,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,107,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,48,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,109,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,9,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,120,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,138,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,137,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,44,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,35,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,108,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-20,8,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,124,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,6,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,49,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,105,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,34,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,121,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,136,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,106,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,135,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,127,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,7,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,46,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,126,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,45,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,33,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,125,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,128,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,51,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,122,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,36,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,123,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,43,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,129,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,50,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,107,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,48,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,109,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,9,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,120,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,138,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,137,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,44,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,35,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,108,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-21,8,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,124,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,6,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,49,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,105,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,34,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,121,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,136,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,106,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,135,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,127,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,7,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,46,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,126,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,45,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,33,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,125,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,128,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,51,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,122,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,36,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,123,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,43,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,129,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,50,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,107,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,48,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,109,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,9,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,120,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,138,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,137,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,44,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,35,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,108,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-22,8,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,124,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,6,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,49,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,105,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,34,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,121,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,136,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,106,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,135,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,127,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,7,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,46,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,126,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,45,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,33,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,125,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,128,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,51,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,122,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,36,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,123,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,43,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,129,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,50,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,107,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,48,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,109,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,9,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,120,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,138,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,137,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,44,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,35,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,108,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-23,8,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,124,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,6,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,49,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,105,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,34,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,121,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,136,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,106,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,135,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,127,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,7,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,46,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,126,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
2017-07-24,45,1,2017_JULY_FLOOD,monsoon,0.8,142,"Government reports, news","70+ wards inundated, 50+ deaths, ₹553 crore damage"
