ward_id,ward_name,sand_pct,silt_pct,clay_pct,bulk_density_g_cm3,clay_std,infiltration_index,soil_type
"55
","Ward_55
",2.916666666666667,93.11666666666666,3.9666666666666663,1.2783333333333333,0.13333333333333333,0.2680333333333333,silty
"64
","Ward_64
",2.9466666666666663,93.32666666666667,3.7266666666666666,1.3333333333333335,0.19136933459209765,0.2707933333333333,silty
"107
","Ward_107
",2.908510638297872,93.47659574468085,3.614893617021276,1.3482978723404255,0.1472856876585258,0.27187021276595746,silty
"77
","Ward_77
",3.185714285714286,93.32857142857144,3.4857142857142853,1.2857142857142858,0.08329931278350429,0.2744,silty
"28
","Ward_28
",3.3375,92.9625,3.7,1.26375,0.05,0.27265,silty
"112
","Ward_112
",3.1444444444444444,93.63703703703703,3.2185185185185183,1.4081481481481481,0.12776435785674328,0.277174074074074,silty
"133
","Ward_133
",2.75,93.28,3.97,1.2690000000000001,0.11874342087037917,0.26732999999999996,silty
"65
","Ward_65
",2.8600000000000003,93.34,3.8,1.3465,0.07745966692414834,0.26964,silty
"24
","Ward_24
",3.5,93.05,3.45,1.2625,0.1118033988749895,0.27604999999999996,silty
"128
","Ward_128
",2.9516129032258065,93.51612903225806,3.532258064516129,1.3074193548387099,0.18207955860219466,0.2729516129032258,silty
"50
","Ward_50
",3.3857142857142852,93.04285714285714,3.5714285714285716,1.2714285714285714,0.16659862556700858,0.27425714285714287,silty
"113
","Ward_113
",3.107142857142857,93.58214285714286,3.3107142857142855,1.3828571428571428,0.11753201908503094,0.2760107142857143,silty
"94
","Ward_94
",2.9551724137931035,93.5,3.544827586206897,1.3213793103448277,0.2594240396386762,0.2728275862068965,silty
"79
","Ward_79
",3.0755102040816324,93.13877551020408,3.7857142857142856,1.3073469387755103,0.1737932151513777,0.27065918367346936,silty
"11
","Ward_11
",3.4166666666666665,93.0,3.5833333333333335,1.2533333333333332,0.10671873729054746,0.27425,silty
"15
","Ward_15
",3.336363636363637,93.01818181818182,3.6454545454545455,1.2545454545454546,0.07820295697311479,0.2732454545454545,silty
"140
","Ward_140
",2.625,93.58571428571429,3.7892857142857146,1.2657142857142858,0.16111062240914228,0.26881785714285716,silty
"97
","Ward_97
",3.0941176470588236,93.51470588235294,3.3911764705882357,1.3570588235294119,0.1721279398635239,0.27507352941176466,silty
"48
","Ward_48
",3.5799999999999996,92.84,3.5799999999999996,1.25,0.14696938456699066,0.27494,silty
"35
","Ward_35
",2.9125,93.1875,3.9,1.304375,0.13228756555322954,0.26875,silty
"116
","Ward_116
",3.2857142857142856,93.24285714285715,3.4714285714285715,1.2942857142857143,0.14521857792358955,0.2749571428571428,silty
"95
","Ward_95
",3.175,93.425,3.4,1.359375,0.18027756377319945,0.2753,silty
"30
","Ward_30
",3.1,93.11818181818181,3.781818181818182,1.2827272727272727,0.08331955809010619,0.27079999999999993,silty
"58
","Ward_58
",2.8157575757575755,93.49515151515152,3.689090909090909,1.2516969696969698,0.19664401980079632,0.2706830303030303,silty
