date,ward_id,period,sar_water_extent
2016-03-02,60,2014-2016,0.0
2016-03-02,10,2014-2016,0.0
2016-03-02,62,2014-2016,0.0
2016-03-02,71,2014-2016,0.0
2016-03-02,91,2014-2016,0.0
2016-03-02,75,2014-2016,0.0
2016-03-02,96,2014-2016,0.0
2016-03-02,88,2014-2016,0.0
2016-03-02,44,2014-2016,0.0
2016-03-02,85,2014-2016,0.0
2016-03-02,89,2014-2016,0.0
2016-03-02,67,2014-2016,0.0
2016-03-02,76,2014-2016,0.0
2016-03-02,74,2014-2016,0.0
2016-03-02,87,2014-2016,0.0
2016-03-02,132,2014-2016,0.0
2016-03-02,69,2014-2016,0.0
2016-03-02,22,2014-2016,0.0
2016-03-02,119,2014-2016,0.0
2016-03-02,54,2014-2016,0.0
2016-03-02,122,2014-2016,0.0
2016-03-02,29,2014-2016,0.0
2016-03-02,109,2014-2016,0.0
2016-03-02,32,2014-2016,0.0
2016-03-02,57,2014-2016,0.0
2016-03-02,136,2014-2016,0.0
2016-03-02,106,2014-2016,0.0
2016-03-02,4,2014-2016,0.0
2016-03-02,52,2014-2016,0.0
2016-03-02,38,2014-2016,0.0
2016-03-02,81,2014-2016,0.0
2016-03-02,127,2014-2016,0.0
2016-03-02,53,2014-2016,0.0
2016-03-02,34,2014-2016,0.0
2016-03-02,135,2014-2016,0.0
2016-03-02,117,2014-2016,0.0
2016-03-02,105,2014-2016,0.0
2016-03-02,20,2014-2016,0.0
2016-03-02,102,2014-2016,0.0
2016-03-02,46,2014-2016,0.0
2016-03-02,73,2014-2016,0.0
2016-03-02,82,2014-2016,0.0
2016-03-02,124,2014-2016,0.0
2016-03-02,56,2014-2016,0.0
2016-03-02,3,2014-2016,0.0
2016-03-02,36,2014-2016,0.0
2016-03-02,41,2014-2016,0.0
2016-03-02,37,2014-2016,0.0
2016-03-02,139,2014-2016,0.0
2016-03-02,23,2014-2016,0.0
2016-03-02,40,2014-2016,0.0
2016-03-02,121,2014-2016,0.0
2016-03-02,33,2014-2016,0.0
2016-03-02,103,2014-2016,0.0
2016-03-02,13,2014-2016,0.0
2016-03-02,66,2014-2016,0.0
2016-03-02,123,2014-2016,0.0
2016-03-02,63,2014-2016,0.0
2016-03-02,21,2014-2016,0.0
2016-03-02,49,2014-2016,0.0
2016-03-02,70,2014-2016,0.0
2016-03-02,45,2014-2016,0.0
2016-03-02,100,2014-2016,0.0
2016-03-02,92,2014-2016,0.0
2016-03-02,9,2014-2016,0.0
2016-03-02,114,2014-2016,0.0
2016-03-02,101,2014-2016,0.0
2016-03-02,138,2014-2016,0.0
2016-03-02,31,2014-2016,0.0
2016-03-02,104,2014-2016,0.0
2016-03-02,5,2014-2016,0.0
2016-03-02,126,2014-2016,0.0
2016-03-02,14,2014-2016,0.0
2016-03-02,111,2014-2016,0.0
2016-03-02,130,2014-2016,0.0
2016-03-02,19,2014-2016,0.0
2016-03-02,78,2014-2016,0.0
2016-03-02,27,2014-2016,0.0
2016-03-02,98,2014-2016,0.0
2016-03-02,6,2014-2016,0.0
2016-03-02,2,2014-2016,0.0
2016-03-02,59,2014-2016,0.0
2016-03-02,131,2014-2016,0.0
2016-03-02,42,2014-2016,0.0
2016-03-02,129,2014-2016,0.0
2016-03-02,51,2014-2016,0.0
2016-03-02,120,2014-2016,0.0
2016-03-02,8,2014-2016,0.0
2016-03-02,1,2014-2016,0.0
2016-03-02,80,2014-2016,0.0
2016-03-02,55,2014-2016,0.0
2016-03-02,64,2014-2016,0.0
2016-03-02,107,2014-2016,0.0
2016-03-02,77,2014-2016,0.0
2016-03-02,28,2014-2016,0.0
2016-03-02,112,2014-2016,0.0
2016-03-02,133,2014-2016,0.0
2016-03-02,65,2014-2016,0.0
2016-03-02,24,2014-2016,0.0
2016-03-02,128,2014-2016,0.0
2016-03-02,50,2014-2016,0.0
2016-03-02,113,2014-2016,0.0
2016-03-02,94,2014-2016,0.0
2016-03-02,79,2014-2016,0.0
2016-03-02,11,2014-2016,0.0
2016-03-02,15,2014-2016,0.0
2016-03-02,140,2014-2016,0.0
2016-03-02,97,2014-2016,0.0
2016-03-02,48,2014-2016,0.0
2016-03-02,35,2014-2016,0.0
2016-03-02,116,2014-2016,0.0
2016-03-02,95,2014-2016,0.0
2016-03-02,30,2014-2016,0.0
2016-03-02,58,2014-2016,0.0
2016-04-12,93,2014-2016,0.0
2016-04-12,61,2014-2016,0.0
2016-04-12,86,2014-2016,0.0
2016-04-12,90,2014-2016,0.09647056890160674
2016-04-12,26,2014-2016,0.0
2016-04-12,72,2014-2016,0.0
2016-04-12,134,2014-2016,0.0
2016-04-12,99,2014-2016,0.0
2016-04-12,125,2014-2016,0.0
2016-04-12,118,2014-2016,0.0
2016-04-12,83,2014-2016,0.0
2016-04-12,43,2014-2016,0.0
2016-04-12,47,2014-2016,0.0
2016-04-12,115,2014-2016,0.0
2016-04-12,68,2014-2016,0.0
2016-04-12,39,2014-2016,0.0
2016-04-12,12,2014-2016,0.0
2016-04-12,108,2014-2016,0.16867767161571262
2016-04-12,110,2014-2016,0.010166115992718208
2016-04-12,141,2014-2016,0.007450372075057626
2016-04-12,17,2014-2016,0.0
2016-04-12,7,2014-2016,0.0002523000266264973
2016-04-12,16,2014-2016,0.0
2016-04-12,137,2014-2016,0.0003835085065450653
2016-04-12,84,2014-2016,0.0
2016-04-12,18,2014-2016,0.0
2016-04-12,25,2014-2016,0.0
2016-04-12,60,2014-2016,0.0
2016-04-12,10,2014-2016,0.0
2016-04-12,62,2014-2016,0.0
2016-04-12,71,2014-2016,0.0
2016-04-12,91,2014-2016,0.0
2016-04-12,75,2014-2016,0.0016734069716001535
2016-04-12,96,2014-2016,0.0
2016-04-12,88,2014-2016,0.0
2016-04-12,44,2014-2016,0.0
2016-04-12,85,2014-2016,0.0
2016-04-12,89,2014-2016,0.0
2016-04-12,67,2014-2016,0.0
2016-04-12,76,2014-2016,0.0
2016-04-12,74,2014-2016,0.0
2016-04-12,87,2014-2016,0.0
2016-04-12,132,2014-2016,0.0
2016-04-12,69,2014-2016,0.0
2016-04-12,22,2014-2016,0.0
2016-04-12,119,2014-2016,0.0
2016-04-12,54,2014-2016,0.0
2016-04-12,122,2014-2016,0.004404778311465606
2016-04-12,29,2014-2016,0.0
2016-04-12,109,2014-2016,0.012712379653648359
2016-04-12,32,2014-2016,6.008489642424174e-05
2016-04-12,57,2014-2016,0.12243351827709925
2016-04-12,136,2014-2016,0.0
2016-04-12,106,2014-2016,0.0
2016-04-12,4,2014-2016,0.0
2016-04-12,52,2014-2016,0.0
2016-04-12,38,2014-2016,0.0
2016-04-12,81,2014-2016,0.0
2016-04-12,127,2014-2016,0.0
2016-04-12,53,2014-2016,0.0
2016-04-12,34,2014-2016,0.0
2016-04-12,135,2014-2016,0.0
2016-04-12,117,2014-2016,0.0
2016-04-12,105,2014-2016,0.0
2016-04-12,20,2014-2016,0.0
2016-04-12,102,2014-2016,0.0
2016-04-12,46,2014-2016,0.0
2016-04-12,73,2014-2016,0.0
2016-04-12,82,2014-2016,0.0
2016-04-12,124,2014-2016,0.0
2016-04-12,56,2014-2016,0.0
2016-04-12,3,2014-2016,0.0
2016-04-12,36,2014-2016,0.0
2016-04-12,41,2014-2016,0.0
2016-04-12,37,2014-2016,0.0
2016-04-12,139,2014-2016,0.0
2016-04-12,23,2014-2016,0.0
2016-04-12,40,2014-2016,0.0
2016-04-12,121,2014-2016,0.0
2016-04-12,33,2014-2016,0.0687399542291663
2016-04-12,103,2014-2016,0.0
2016-04-12,13,2014-2016,0.0
2016-04-12,66,2014-2016,0.011004142941659158
2016-04-12,123,2014-2016,0.0
2016-04-12,63,2014-2016,0.02568562866990076
2016-04-12,21,2014-2016,1.1506963438925066e-06
2016-04-12,49,2014-2016,0.0
2016-04-12,70,2014-2016,0.0
2016-04-12,45,2014-2016,0.00028345032132009925
2016-04-12,100,2014-2016,0.0
2016-04-12,92,2014-2016,0.0
2016-04-12,9,2014-2016,0.0
2016-04-12,114,2014-2016,0.0
2016-04-12,101,2014-2016,0.0
2016-04-12,138,2014-2016,0.0
2016-04-12,31,2014-2016,0.0
2016-04-12,104,2014-2016,0.0
2016-04-12,5,2014-2016,0.0
2016-04-12,126,2014-2016,0.0
2016-04-12,14,2014-2016,0.0
2016-04-12,111,2014-2016,0.0
2016-04-12,130,2014-2016,0.0
2016-04-12,19,2014-2016,0.0002955669798384557
2016-04-12,78,2014-2016,0.0
2016-04-12,27,2014-2016,0.0
2016-04-12,98,2014-2016,0.0
2016-04-12,6,2014-2016,0.0005092940541043953
2016-04-12,2,2014-2016,0.0
2016-04-12,59,2014-2016,0.0
2016-04-12,131,2014-2016,0.0
2016-04-12,42,2014-2016,0.0
2016-04-12,129,2014-2016,0.0
2016-04-12,51,2014-2016,0.0
2016-04-12,120,2014-2016,0.0
2016-04-12,8,2014-2016,0.0
2016-04-12,1,2014-2016,0.0002795978931056416
2016-04-12,80,2014-2016,0.019896278500611438
2016-04-12,55,2014-2016,0.0
2016-04-12,64,2014-2016,0.0
2016-04-12,107,2014-2016,0.0
2016-04-12,77,2014-2016,0.0
2016-04-12,28,2014-2016,0.0
2016-04-12,112,2014-2016,0.0
2016-04-12,133,2014-2016,0.0
2016-04-12,65,2014-2016,0.0
2016-04-12,24,2014-2016,0.0
2016-04-12,128,2014-2016,0.0
2016-04-12,50,2014-2016,0.0
2016-04-12,113,2014-2016,0.0
2016-04-12,94,2014-2016,0.0
2016-04-12,79,2014-2016,0.015694694965642256
2016-04-12,11,2014-2016,0.0
2016-04-12,15,2014-2016,0.0
2016-04-12,140,2014-2016,0.0
2016-04-12,97,2014-2016,0.0
2016-04-12,48,2014-2016,0.0
2016-04-12,35,2014-2016,0.0
2016-04-12,116,2014-2016,0.0
2016-04-12,95,2014-2016,0.0
2016-04-12,30,2014-2016,0.0
2016-04-12,58,2014-2016,0.05084200495432753
2016-04-19,93,2014-2016,0.0
2016-04-19,61,2014-2016,0.0
2016-04-19,86,2014-2016,0.0
2016-04-19,90,2014-2016,0.0
2016-04-19,26,2014-2016,0.0
2016-04-19,72,2014-2016,0.0
2016-04-19,134,2014-2016,0.0
2016-04-19,99,2014-2016,0.0
2016-04-19,125,2014-2016,0.0
2016-04-19,118,2014-2016,0.0
2016-04-19,83,2014-2016,0.0
2016-04-19,43,2014-2016,0.0
2016-04-19,47,2014-2016,0.0
2016-04-19,115,2014-2016,0.0
2016-04-19,68,2014-2016,0.0
2016-04-19,39,2014-2016,0.0
2016-04-19,12,2014-2016,0.0
2016-04-19,108,2014-2016,0.42216343579147336
2016-04-19,110,2014-2016,0.0
2016-04-19,141,2014-2016,0.0
2016-04-19,17,2014-2016,0.0
2016-04-19,7,2014-2016,0.0
2016-04-19,16,2014-2016,0.0
2016-04-19,137,2014-2016,0.0
2016-04-19,84,2014-2016,0.0
2016-04-19,18,2014-2016,0.0
2016-04-19,25,2014-2016,0.0
2016-04-19,60,2014-2016,0.0
2016-04-19,10,2014-2016,0.0
2016-04-19,62,2014-2016,0.0
2016-04-19,71,2014-2016,0.0
2016-04-19,91,2014-2016,0.0
2016-04-19,75,2014-2016,0.0
2016-04-19,96,2014-2016,0.0
2016-04-19,88,2014-2016,0.0
2016-04-19,44,2014-2016,0.0
2016-04-19,85,2014-2016,0.0
2016-04-19,89,2014-2016,0.0
2016-04-19,67,2014-2016,0.0
2016-04-19,76,2014-2016,0.0
2016-04-19,74,2014-2016,0.0
2016-04-19,87,2014-2016,0.0
2016-04-19,132,2014-2016,0.0
2016-04-19,69,2014-2016,0.0
2016-04-19,22,2014-2016,0.0
2016-04-19,119,2014-2016,0.0
2016-04-19,54,2014-2016,0.0
2016-04-19,122,2014-2016,0.0
2016-04-19,29,2014-2016,0.0
2016-04-19,109,2014-2016,0.0
2016-04-19,32,2014-2016,0.0
2016-04-19,57,2014-2016,0.0
2016-04-19,136,2014-2016,0.0
2016-04-19,106,2014-2016,0.0
2016-04-19,4,2014-2016,0.0
2016-04-19,52,2014-2016,0.0
2016-04-19,38,2014-2016,0.0
2016-04-19,81,2014-2016,0.0
2016-04-19,127,2014-2016,0.0
2016-04-19,53,2014-2016,0.0
2016-04-19,34,2014-2016,0.0
2016-04-19,135,2014-2016,0.0
2016-04-19,117,2014-2016,0.0
2016-04-19,105,2014-2016,0.0
2016-04-19,20,2014-2016,0.0
2016-04-19,102,2014-2016,0.0
2016-04-19,46,2014-2016,0.0
2016-04-19,73,2014-2016,0.0
2016-04-19,82,2014-2016,0.0
2016-04-19,124,2014-2016,0.0
2016-04-19,56,2014-2016,0.0
2016-04-19,3,2014-2016,0.0
2016-04-19,36,2014-2016,0.0
2016-04-19,41,2014-2016,0.0
2016-04-19,37,2014-2016,0.0
2016-04-19,139,2014-2016,0.0
2016-04-19,23,2014-2016,0.0
2016-04-19,40,2014-2016,0.0
2016-04-19,121,2014-2016,0.0
2016-04-19,33,2014-2016,0.0
2016-04-19,103,2014-2016,0.0
2016-04-19,13,2014-2016,0.0
2016-04-19,66,2014-2016,0.0
2016-04-19,123,2014-2016,0.0
2016-04-19,63,2014-2016,0.0
2016-04-19,21,2014-2016,0.0
2016-04-19,49,2014-2016,0.0
2016-04-19,70,2014-2016,0.0
2016-04-19,45,2014-2016,0.0
2016-04-19,100,2014-2016,0.0
2016-04-19,92,2014-2016,0.0
2016-04-19,9,2014-2016,0.0
2016-04-19,114,2014-2016,0.0
2016-04-19,101,2014-2016,0.0
2016-04-19,138,2014-2016,0.0
2016-04-19,31,2014-2016,0.0
2016-04-19,104,2014-2016,0.0
2016-04-19,5,2014-2016,0.0
2016-04-19,126,2014-2016,0.0
2016-04-19,14,2014-2016,0.0
2016-04-19,111,2014-2016,0.0
2016-04-19,130,2014-2016,0.0
2016-04-19,19,2014-2016,0.0
2016-04-19,78,2014-2016,0.0
2016-04-19,27,2014-2016,0.0
2016-04-19,98,2014-2016,0.0
2016-04-19,6,2014-2016,0.0
2016-04-19,2,2014-2016,0.0
2016-04-19,59,2014-2016,0.0
2016-04-19,131,2014-2016,0.0
2016-04-19,42,2014-2016,0.0
2016-04-19,129,2014-2016,0.0
2016-04-19,51,2014-2016,0.0
2016-04-19,120,2014-2016,0.0
2016-04-19,8,2014-2016,0.0
2016-04-19,1,2014-2016,0.0
2016-04-19,80,2014-2016,0.0
2016-04-19,55,2014-2016,0.0
2016-04-19,64,2014-2016,0.0
2016-04-19,107,2014-2016,0.0
2016-04-19,77,2014-2016,0.0
2016-04-19,28,2014-2016,0.0
2016-04-19,112,2014-2016,0.0
2016-04-19,133,2014-2016,0.0
2016-04-19,65,2014-2016,0.0
2016-04-19,24,2014-2016,0.0
2016-04-19,128,2014-2016,0.0
2016-04-19,50,2014-2016,0.0
2016-04-19,113,2014-2016,0.0
2016-04-19,94,2014-2016,0.0
2016-04-19,79,2014-2016,0.0
2016-04-19,11,2014-2016,0.0
2016-04-19,15,2014-2016,0.0
2016-04-19,140,2014-2016,0.0
2016-04-19,97,2014-2016,0.0
2016-04-19,48,2014-2016,0.0
2016-04-19,35,2014-2016,0.0
2016-04-19,116,2014-2016,0.0
2016-04-19,95,2014-2016,0.0
2016-04-19,30,2014-2016,0.0
2016-04-19,58,2014-2016,0.0
2016-05-13,93,2014-2016,0.0
2016-05-13,61,2014-2016,0.0
2016-05-13,86,2014-2016,0.0
2016-05-13,90,2014-2016,0.0
2016-05-13,26,2014-2016,0.0
2016-05-13,72,2014-2016,0.0
2016-05-13,134,2014-2016,0.0
2016-05-13,99,2014-2016,0.0
2016-05-13,125,2014-2016,0.0
2016-05-13,118,2014-2016,0.0
2016-05-13,83,2014-2016,0.0
2016-05-13,43,2014-2016,0.0
2016-05-13,47,2014-2016,0.0
2016-05-13,115,2014-2016,0.0
2016-05-13,68,2014-2016,0.0
2016-05-13,39,2014-2016,0.0
2016-05-13,12,2014-2016,0.0
2016-05-13,108,2014-2016,0.4238055200664977
2016-05-13,110,2014-2016,0.0
2016-05-13,141,2014-2016,0.0
2016-05-13,17,2014-2016,0.0
2016-05-13,7,2014-2016,0.0
2016-05-13,16,2014-2016,0.0
2016-05-13,137,2014-2016,0.0
2016-05-13,84,2014-2016,0.0
2016-05-13,18,2014-2016,0.0
2016-05-13,25,2014-2016,0.0
2016-05-13,60,2014-2016,0.0
2016-05-13,10,2014-2016,0.0
2016-05-13,62,2014-2016,0.0
2016-05-13,71,2014-2016,0.0
2016-05-13,91,2014-2016,0.0
2016-05-13,75,2014-2016,0.0
2016-05-13,96,2014-2016,0.0
2016-05-13,88,2014-2016,0.0
2016-05-13,44,2014-2016,0.0
2016-05-13,85,2014-2016,0.0
2016-05-13,89,2014-2016,0.0
2016-05-13,67,2014-2016,0.0
2016-05-13,76,2014-2016,0.0
2016-05-13,74,2014-2016,0.0
2016-05-13,87,2014-2016,0.0
2016-05-13,132,2014-2016,0.0
2016-05-13,69,2014-2016,0.0
2016-05-13,22,2014-2016,0.0
2016-05-13,119,2014-2016,0.0
2016-05-13,54,2014-2016,0.0
2016-05-13,122,2014-2016,0.0
2016-05-13,29,2014-2016,0.0
2016-05-13,109,2014-2016,0.0
2016-05-13,32,2014-2016,0.0
2016-05-13,57,2014-2016,0.0
2016-05-13,136,2014-2016,0.0
2016-05-13,106,2014-2016,0.0
2016-05-13,4,2014-2016,0.0
2016-05-13,52,2014-2016,0.0
2016-05-13,38,2014-2016,0.0
2016-05-13,81,2014-2016,0.0
2016-05-13,127,2014-2016,0.0
2016-05-13,53,2014-2016,0.0
2016-05-13,34,2014-2016,0.0
2016-05-13,135,2014-2016,0.0
2016-05-13,117,2014-2016,0.0
2016-05-13,105,2014-2016,0.0
2016-05-13,20,2014-2016,0.0
2016-05-13,102,2014-2016,0.0
2016-05-13,46,2014-2016,0.0
2016-05-13,73,2014-2016,0.0
2016-05-13,82,2014-2016,0.0
2016-05-13,124,2014-2016,0.0
2016-05-13,56,2014-2016,0.0
2016-05-13,3,2014-2016,0.0
2016-05-13,36,2014-2016,0.0
2016-05-13,41,2014-2016,0.0
2016-05-13,37,2014-2016,0.0
2016-05-13,139,2014-2016,0.0
2016-05-13,23,2014-2016,0.0
2016-05-13,40,2014-2016,0.0
2016-05-13,121,2014-2016,0.0
2016-05-13,33,2014-2016,0.0
2016-05-13,103,2014-2016,0.0
2016-05-13,13,2014-2016,0.0
2016-05-13,66,2014-2016,0.0
2016-05-13,123,2014-2016,0.0
2016-05-13,63,2014-2016,0.0
2016-05-13,21,2014-2016,0.0
2016-05-13,49,2014-2016,0.0
2016-05-13,70,2014-2016,0.0
2016-05-13,45,2014-2016,0.0
2016-05-13,100,2014-2016,0.0
2016-05-13,92,2014-2016,0.0
2016-05-13,9,2014-2016,0.0
2016-05-13,114,2014-2016,0.0
2016-05-13,101,2014-2016,0.0
2016-05-13,138,2014-2016,0.0
2016-05-13,31,2014-2016,0.0
2016-05-13,104,2014-2016,0.0
2016-05-13,5,2014-2016,0.0
2016-05-13,126,2014-2016,0.0
2016-05-13,14,2014-2016,0.0
2016-05-13,111,2014-2016,0.0
2016-05-13,130,2014-2016,0.0
2016-05-13,19,2014-2016,0.0
2016-05-13,78,2014-2016,0.0
2016-05-13,27,2014-2016,0.0
2016-05-13,98,2014-2016,0.0
2016-05-13,6,2014-2016,0.0
2016-05-13,2,2014-2016,0.0
2016-05-13,59,2014-2016,0.0
2016-05-13,131,2014-2016,0.0
2016-05-13,42,2014-2016,0.0
2016-05-13,129,2014-2016,0.0
2016-05-13,51,2014-2016,0.0
2016-05-13,120,2014-2016,0.0
2016-05-13,8,2014-2016,0.0
2016-05-13,1,2014-2016,0.0
2016-05-13,80,2014-2016,0.0
2016-05-13,55,2014-2016,0.0
2016-05-13,64,2014-2016,0.0
2016-05-13,107,2014-2016,0.0
2016-05-13,77,2014-2016,0.0
2016-05-13,28,2014-2016,0.0
2016-05-13,112,2014-2016,0.0
2016-05-13,133,2014-2016,0.0
2016-05-13,65,2014-2016,0.0
2016-05-13,24,2014-2016,0.0
2016-05-13,128,2014-2016,0.0
2016-05-13,50,2014-2016,0.0
2016-05-13,113,2014-2016,0.0
2016-05-13,94,2014-2016,0.0
2016-05-13,79,2014-2016,0.0
2016-05-13,11,2014-2016,0.0
2016-05-13,15,2014-2016,0.0
2016-05-13,140,2014-2016,0.0
2016-05-13,97,2014-2016,0.0
2016-05-13,48,2014-2016,0.0
2016-05-13,35,2014-2016,0.0
2016-05-13,116,2014-2016,0.0
2016-05-13,95,2014-2016,0.0
2016-05-13,30,2014-2016,0.0
2016-05-13,58,2014-2016,0.0
2016-05-25,93,2014-2016,0.0
2016-05-25,61,2014-2016,0.0
2016-05-25,86,2014-2016,0.0
2016-05-25,90,2014-2016,0.0
2016-05-25,26,2014-2016,0.0
2016-05-25,72,2014-2016,0.0
2016-05-25,134,2014-2016,0.0
2016-05-25,99,2014-2016,0.0
2016-05-25,125,2014-2016,0.0
2016-05-25,118,2014-2016,0.0
2016-05-25,83,2014-2016,0.0
2016-05-25,43,2014-2016,0.0
2016-05-25,47,2014-2016,0.0
2016-05-25,115,2014-2016,0.0
2016-05-25,68,2014-2016,0.0
2016-05-25,39,2014-2016,0.0
2016-05-25,12,2014-2016,0.0
2016-05-25,108,2014-2016,0.37784639942358217
2016-05-25,110,2014-2016,0.0
2016-05-25,141,2014-2016,0.0
2016-05-25,17,2014-2016,0.0
2016-05-25,7,2014-2016,0.0
2016-05-25,16,2014-2016,0.0
2016-05-25,137,2014-2016,0.0
2016-05-25,84,2014-2016,0.0
2016-05-25,18,2014-2016,0.0
2016-05-25,25,2014-2016,0.0
2016-05-25,60,2014-2016,0.0
2016-05-25,10,2014-2016,0.0
2016-05-25,62,2014-2016,0.0
2016-05-25,71,2014-2016,0.0
2016-05-25,91,2014-2016,0.0
2016-05-25,75,2014-2016,0.0
2016-05-25,96,2014-2016,0.0
2016-05-25,88,2014-2016,0.0
2016-05-25,44,2014-2016,0.0
2016-05-25,85,2014-2016,0.0
2016-05-25,89,2014-2016,0.0
2016-05-25,67,2014-2016,0.0
2016-05-25,76,2014-2016,0.0
2016-05-25,74,2014-2016,0.0
2016-05-25,87,2014-2016,0.0
2016-05-25,132,2014-2016,0.0
2016-05-25,69,2014-2016,0.0
2016-05-25,22,2014-2016,0.0
2016-05-25,119,2014-2016,0.0
2016-05-25,54,2014-2016,0.0
2016-05-25,122,2014-2016,0.0
2016-05-25,29,2014-2016,0.0
2016-05-25,109,2014-2016,0.0
2016-05-25,32,2014-2016,0.0
2016-05-25,57,2014-2016,0.0
2016-05-25,136,2014-2016,0.0
2016-05-25,106,2014-2016,0.0
2016-05-25,4,2014-2016,0.0
2016-05-25,52,2014-2016,0.0
2016-05-25,38,2014-2016,0.0
2016-05-25,81,2014-2016,0.0
2016-05-25,127,2014-2016,0.0
2016-05-25,53,2014-2016,0.0
2016-05-25,34,2014-2016,0.0
2016-05-25,135,2014-2016,0.0
2016-05-25,117,2014-2016,0.0
2016-05-25,105,2014-2016,0.0
2016-05-25,20,2014-2016,0.0
2016-05-25,102,2014-2016,0.0
2016-05-25,46,2014-2016,0.0
2016-05-25,73,2014-2016,0.0
2016-05-25,82,2014-2016,0.0
2016-05-25,124,2014-2016,0.0
2016-05-25,56,2014-2016,0.0
2016-05-25,3,2014-2016,0.0
2016-05-25,36,2014-2016,0.0
2016-05-25,41,2014-2016,0.0
2016-05-25,37,2014-2016,0.0
2016-05-25,139,2014-2016,0.0
2016-05-25,23,2014-2016,0.0
2016-05-25,40,2014-2016,0.0
2016-05-25,121,2014-2016,0.0
2016-05-25,33,2014-2016,0.0
2016-05-25,103,2014-2016,0.0
2016-05-25,13,2014-2016,0.0
2016-05-25,66,2014-2016,0.0
2016-05-25,123,2014-2016,0.0
2016-05-25,63,2014-2016,0.0
2016-05-25,21,2014-2016,0.0
2016-05-25,49,2014-2016,0.0
2016-05-25,70,2014-2016,0.0
2016-05-25,45,2014-2016,0.0
2016-05-25,100,2014-2016,0.0
2016-05-25,92,2014-2016,0.0
2016-05-25,9,2014-2016,0.0
2016-05-25,114,2014-2016,0.0
2016-05-25,101,2014-2016,0.0
2016-05-25,138,2014-2016,0.0
2016-05-25,31,2014-2016,0.0
2016-05-25,104,2014-2016,0.0
2016-05-25,5,2014-2016,0.0
2016-05-25,126,2014-2016,0.0
2016-05-25,14,2014-2016,0.0
2016-05-25,111,2014-2016,0.0
2016-05-25,130,2014-2016,0.0
2016-05-25,19,2014-2016,0.0
2016-05-25,78,2014-2016,0.0
2016-05-25,27,2014-2016,0.0
2016-05-25,98,2014-2016,0.0
2016-05-25,6,2014-2016,0.0
2016-05-25,2,2014-2016,0.0
2016-05-25,59,2014-2016,0.0
2016-05-25,131,2014-2016,0.0
2016-05-25,42,2014-2016,0.0
2016-05-25,129,2014-2016,0.0
2016-05-25,51,2014-2016,0.0
2016-05-25,120,2014-2016,0.0
2016-05-25,8,2014-2016,0.0
2016-05-25,1,2014-2016,0.0
2016-05-25,80,2014-2016,0.0
2016-05-25,55,2014-2016,0.0
2016-05-25,64,2014-2016,0.0
2016-05-25,107,2014-2016,0.0
2016-05-25,77,2014-2016,0.0
2016-05-25,28,2014-2016,0.0
2016-05-25,112,2014-2016,0.0
2016-05-25,133,2014-2016,0.0
2016-05-25,65,2014-2016,0.0
2016-05-25,24,2014-2016,0.0
2016-05-25,128,2014-2016,0.0
2016-05-25,50,2014-2016,0.0
2016-05-25,113,2014-2016,0.0
2016-05-25,94,2014-2016,0.0
2016-05-25,79,2014-2016,0.0
2016-05-25,11,2014-2016,0.0
2016-05-25,15,2014-2016,0.0
2016-05-25,140,2014-2016,0.0
2016-05-25,97,2014-2016,0.0
2016-05-25,48,2014-2016,0.0
2016-05-25,35,2014-2016,0.0
2016-05-25,116,2014-2016,0.0
2016-05-25,95,2014-2016,0.0
2016-05-25,30,2014-2016,0.0
2016-05-25,58,2014-2016,0.0
2016-05-30,93,2014-2016,0.0
2016-05-30,61,2014-2016,0.0
2016-05-30,86,2014-2016,0.0
2016-05-30,90,2014-2016,0.09166789347009624
2016-05-30,26,2014-2016,0.0
2016-05-30,72,2014-2016,0.0
2016-05-30,134,2014-2016,0.0
2016-05-30,99,2014-2016,0.0
2016-05-30,125,2014-2016,0.0
2016-05-30,118,2014-2016,0.0
2016-05-30,83,2014-2016,0.0
2016-05-30,43,2014-2016,0.0
2016-05-30,47,2014-2016,0.0
2016-05-30,115,2014-2016,0.0
2016-05-30,68,2014-2016,0.0
2016-05-30,39,2014-2016,0.0
2016-05-30,12,2014-2016,0.0
2016-05-30,108,2014-2016,0.18379708065098269
2016-05-30,110,2014-2016,0.009195048582242427
2016-05-30,141,2014-2016,0.004189539052972319
2016-05-30,17,2014-2016,0.0
2016-05-30,7,2014-2016,0.0014625776557980357
2016-05-30,16,2014-2016,0.0
2016-05-30,137,2014-2016,0.00029437905477333425
2016-05-30,84,2014-2016,0.0
2016-05-30,18,2014-2016,0.0
2016-05-30,25,2014-2016,0.0
2016-05-30,60,2014-2016,0.0
2016-05-30,10,2014-2016,0.0
2016-05-30,62,2014-2016,0.0
2016-05-30,71,2014-2016,0.0
2016-05-30,91,2014-2016,0.0
2016-05-30,75,2014-2016,0.002614620416750849
2016-05-30,96,2014-2016,0.0
2016-05-30,88,2014-2016,0.0
2016-05-30,44,2014-2016,0.0
2016-05-30,85,2014-2016,0.0
2016-05-30,89,2014-2016,0.0
2016-05-30,67,2014-2016,0.0
2016-05-30,76,2014-2016,0.0
2016-05-30,74,2014-2016,0.0
2016-05-30,87,2014-2016,0.00133789160874383
2016-05-30,132,2014-2016,0.0
2016-05-30,69,2014-2016,0.0
2016-05-30,22,2014-2016,0.0
2016-05-30,119,2014-2016,0.0
2016-05-30,54,2014-2016,0.0
2016-05-30,122,2014-2016,0.004816702475046905
