date,ward_id,period,sar_water_extent
2015-06-29,16,2014-2016,0.0
2015-06-29,137,2014-2016,0.0
2015-06-29,84,2014-2016,0.0
2015-06-29,18,2014-2016,0.0
2015-06-29,25,2014-2016,0.0
2015-06-29,60,2014-2016,0.0
2015-06-29,10,2014-2016,0.0
2015-06-29,62,2014-2016,0.0
2015-06-29,71,2014-2016,0.0
2015-06-29,91,2014-2016,0.0
2015-06-29,75,2014-2016,0.0006841331955777963
2015-06-29,96,2014-2016,0.0
2015-06-29,88,2014-2016,0.0
2015-06-29,44,2014-2016,0.0
2015-06-29,85,2014-2016,0.0
2015-06-29,89,2014-2016,0.0
2015-06-29,67,2014-2016,0.0
2015-06-29,76,2014-2016,0.0
2015-06-29,74,2014-2016,0.0
2015-06-29,87,2014-2016,0.0
2015-06-29,132,2014-2016,0.0
2015-06-29,69,2014-2016,0.0
2015-06-29,22,2014-2016,0.0
2015-06-29,119,2014-2016,0.0
2015-06-29,54,2014-2016,0.0
2015-06-29,122,2014-2016,0.0
2015-06-29,29,2014-2016,0.0
2015-06-29,109,2014-2016,0.013530642677338327
2015-06-29,32,2014-2016,0.0
2015-06-29,57,2014-2016,0.07616371745212853
2015-06-29,136,2014-2016,0.0
2015-06-29,106,2014-2016,0.0
2015-06-29,4,2014-2016,0.0
2015-06-29,52,2014-2016,0.0
2015-06-29,38,2014-2016,0.0
2015-06-29,81,2014-2016,0.0
2015-06-29,127,2014-2016,0.0
2015-06-29,53,2014-2016,0.0
2015-06-29,34,2014-2016,0.0
2015-06-29,135,2014-2016,0.0
2015-06-29,117,2014-2016,0.0
2015-06-29,105,2014-2016,0.0
2015-06-29,20,2014-2016,0.0
2015-06-29,102,2014-2016,0.0
2015-06-29,46,2014-2016,0.0
2015-06-29,73,2014-2016,0.0
2015-06-29,82,2014-2016,0.0
2015-06-29,124,2014-2016,0.0
2015-06-29,56,2014-2016,0.0
2015-06-29,3,2014-2016,0.0
2015-06-29,36,2014-2016,0.0
2015-06-29,41,2014-2016,0.0
2015-06-29,37,2014-2016,0.0
2015-06-29,139,2014-2016,0.0
2015-06-29,23,2014-2016,0.0
2015-06-29,40,2014-2016,0.0
2015-06-29,121,2014-2016,0.0
2015-06-29,33,2014-2016,0.045862935305123996
2015-06-29,103,2014-2016,0.0
2015-06-29,13,2014-2016,0.0
2015-06-29,66,2014-2016,0.0
2015-06-29,123,2014-2016,0.0
2015-06-29,63,2014-2016,0.0
2015-06-29,21,2014-2016,0.0
2015-06-29,49,2014-2016,0.0
2015-06-29,70,2014-2016,0.0
2015-06-29,45,2014-2016,0.0
2015-06-29,100,2014-2016,0.0
2015-06-29,92,2014-2016,0.0
2015-06-29,9,2014-2016,0.0
2015-06-29,114,2014-2016,0.0
2015-06-29,101,2014-2016,0.0
2015-06-29,138,2014-2016,0.0
2015-06-29,31,2014-2016,0.0
2015-06-29,104,2014-2016,0.0
2015-06-29,5,2014-2016,0.0
2015-06-29,126,2014-2016,0.0
2015-06-29,14,2014-2016,0.0
2015-06-29,111,2014-2016,0.0
2015-06-29,130,2014-2016,0.0
2015-06-29,19,2014-2016,0.0
2015-06-29,78,2014-2016,0.0
2015-06-29,27,2014-2016,0.0
2015-06-29,98,2014-2016,0.0
2015-06-29,6,2014-2016,0.0
2015-06-29,2,2014-2016,0.0
2015-06-29,59,2014-2016,0.0
2015-06-29,131,2014-2016,0.0
2015-06-29,42,2014-2016,0.0
2015-06-29,129,2014-2016,0.0
2015-06-29,51,2014-2016,0.0
2015-06-29,120,2014-2016,0.0
2015-06-29,8,2014-2016,0.0
2015-06-29,1,2014-2016,0.0
2015-06-29,80,2014-2016,0.008770879542247884
2015-06-29,55,2014-2016,0.0
2015-06-29,64,2014-2016,0.0
2015-06-29,107,2014-2016,0.0
2015-06-29,77,2014-2016,0.0
2015-06-29,28,2014-2016,0.0
2015-06-29,112,2014-2016,0.0
2015-06-29,133,2014-2016,0.0
2015-06-29,65,2014-2016,0.0
2015-06-29,24,2014-2016,0.0
2015-06-29,128,2014-2016,0.0
2015-06-29,50,2014-2016,0.0
2015-06-29,113,2014-2016,0.0
2015-06-29,94,2014-2016,0.0
2015-06-29,79,2014-2016,0.0007164943556835872
2015-06-29,11,2014-2016,0.0
2015-06-29,15,2014-2016,0.0
2015-06-29,140,2014-2016,0.0
2015-06-29,97,2014-2016,0.0
2015-06-29,48,2014-2016,0.0
2015-06-29,35,2014-2016,0.0
2015-06-29,116,2014-2016,0.0
2015-06-29,95,2014-2016,0.0
2015-06-29,30,2014-2016,0.0
2015-06-29,58,2014-2016,0.02920461408487822
2015-07-06,93,2014-2016,0.0
2015-07-06,61,2014-2016,0.0
2015-07-06,86,2014-2016,0.0
2015-07-06,90,2014-2016,0.0
2015-07-06,26,2014-2016,0.0
2015-07-06,72,2014-2016,0.0
2015-07-06,134,2014-2016,0.0
2015-07-06,99,2014-2016,0.0
2015-07-06,125,2014-2016,0.0
2015-07-06,118,2014-2016,0.0
2015-07-06,83,2014-2016,0.0
2015-07-06,43,2014-2016,0.0
2015-07-06,47,2014-2016,0.0
2015-07-06,115,2014-2016,0.0
2015-07-06,68,2014-2016,0.0
2015-07-06,39,2014-2016,0.0
2015-07-06,12,2014-2016,0.0
2015-07-06,108,2014-2016,0.3835187326518687
2015-07-06,110,2014-2016,0.0
2015-07-06,141,2014-2016,0.0
2015-07-06,17,2014-2016,0.0
2015-07-06,7,2014-2016,0.0
2015-07-06,16,2014-2016,0.0
2015-07-06,137,2014-2016,0.0
2015-07-06,84,2014-2016,0.0
2015-07-06,18,2014-2016,0.0
2015-07-06,25,2014-2016,0.0
2015-07-06,60,2014-2016,0.0
2015-07-06,10,2014-2016,0.0
2015-07-06,62,2014-2016,0.0
2015-07-06,71,2014-2016,0.0
2015-07-06,91,2014-2016,0.0
2015-07-06,75,2014-2016,0.0
2015-07-06,96,2014-2016,0.0
2015-07-06,88,2014-2016,0.0
2015-07-06,44,2014-2016,0.0
2015-07-06,85,2014-2016,0.0
2015-07-06,89,2014-2016,0.0
2015-07-06,67,2014-2016,0.0
2015-07-06,76,2014-2016,0.0
2015-07-06,74,2014-2016,0.0
2015-07-06,87,2014-2016,0.0
2015-07-06,132,2014-2016,0.0
2015-07-06,69,2014-2016,0.0
2015-07-06,22,2014-2016,0.0
2015-07-06,119,2014-2016,0.0
2015-07-06,54,2014-2016,0.0
2015-07-06,122,2014-2016,0.0
2015-07-06,29,2014-2016,0.0
2015-07-06,109,2014-2016,0.0
2015-07-06,32,2014-2016,0.0
2015-07-06,57,2014-2016,0.0
2015-07-06,136,2014-2016,0.0
2015-07-06,106,2014-2016,0.0
2015-07-06,4,2014-2016,0.0
2015-07-06,52,2014-2016,0.0
2015-07-06,38,2014-2016,0.0
2015-07-06,81,2014-2016,0.0
2015-07-06,127,2014-2016,0.0
2015-07-06,53,2014-2016,0.0
2015-07-06,34,2014-2016,0.0
2015-07-06,135,2014-2016,0.0
2015-07-06,117,2014-2016,0.0
2015-07-06,105,2014-2016,0.0
2015-07-06,20,2014-2016,0.0
2015-07-06,102,2014-2016,0.0
2015-07-06,46,2014-2016,0.0
2015-07-06,73,2014-2016,0.0
2015-07-06,82,2014-2016,0.0
2015-07-06,124,2014-2016,0.0
2015-07-06,56,2014-2016,0.0
2015-07-06,3,2014-2016,0.0
2015-07-06,36,2014-2016,0.0
2015-07-06,41,2014-2016,0.0
2015-07-06,37,2014-2016,0.0
2015-07-06,139,2014-2016,0.0
2015-07-06,23,2014-2016,0.0
2015-07-06,40,2014-2016,0.0
2015-07-06,121,2014-2016,0.0
2015-07-06,33,2014-2016,0.0
2015-07-06,103,2014-2016,0.0
2015-07-06,13,2014-2016,0.0
2015-07-06,66,2014-2016,0.0
2015-07-06,123,2014-2016,0.0
2015-07-06,63,2014-2016,0.0
2015-07-06,21,2014-2016,0.0
2015-07-06,49,2014-2016,0.0
2015-07-06,70,2014-2016,0.0
2015-07-06,45,2014-2016,0.0
2015-07-06,100,2014-2016,0.0
2015-07-06,92,2014-2016,0.0
2015-07-06,9,2014-2016,0.0
2015-07-06,114,2014-2016,0.0
2015-07-06,101,2014-2016,0.0
2015-07-06,138,2014-2016,0.0
2015-07-06,31,2014-2016,0.0
2015-07-06,104,2014-2016,0.0
2015-07-06,5,2014-2016,0.0
2015-07-06,126,2014-2016,0.0
2015-07-06,14,2014-2016,0.0
2015-07-06,111,2014-2016,0.0
2015-07-06,130,2014-2016,0.0
2015-07-06,19,2014-2016,0.0
2015-07-06,78,2014-2016,0.0
2015-07-06,27,2014-2016,0.0
2015-07-06,98,2014-2016,0.0
2015-07-06,6,2014-2016,0.0
2015-07-06,2,2014-2016,0.0
2015-07-06,59,2014-2016,0.0
2015-07-06,131,2014-2016,0.0
2015-07-06,42,2014-2016,0.0
2015-07-06,129,2014-2016,0.0
2015-07-06,51,2014-2016,0.0
2015-07-06,120,2014-2016,0.0
2015-07-06,8,2014-2016,0.0
2015-07-06,1,2014-2016,0.0
2015-07-06,80,2014-2016,0.0
2015-07-06,55,2014-2016,0.0
2015-07-06,64,2014-2016,0.0
2015-07-06,107,2014-2016,0.0
2015-07-06,77,2014-2016,0.0
2015-07-06,28,2014-2016,0.0
2015-07-06,112,2014-2016,0.0
2015-07-06,133,2014-2016,0.0
2015-07-06,65,2014-2016,0.0
2015-07-06,24,2014-2016,0.0
2015-07-06,128,2014-2016,0.0
2015-07-06,50,2014-2016,0.0
2015-07-06,113,2014-2016,0.0
2015-07-06,94,2014-2016,0.0
2015-07-06,79,2014-2016,0.0
2015-07-06,11,2014-2016,0.0
2015-07-06,15,2014-2016,0.0
2015-07-06,140,2014-2016,0.0
2015-07-06,97,2014-2016,0.0
2015-07-06,48,2014-2016,0.0
2015-07-06,35,2014-2016,0.0
2015-07-06,116,2014-2016,0.0
2015-07-06,95,2014-2016,0.0
2015-07-06,30,2014-2016,0.0
2015-07-06,58,2014-2016,0.0
2015-07-11,93,2014-2016,0.0
2015-07-11,61,2014-2016,0.6603475768524313
2015-07-11,86,2014-2016,0.0
2015-07-11,90,2014-2016,0.08320035222732082
2015-07-11,26,2014-2016,0.0
2015-07-11,72,2014-2016,0.0
2015-07-11,134,2014-2016,0.0
2015-07-11,99,2014-2016,0.0
2015-07-11,125,2014-2016,0.0
2015-07-11,118,2014-2016,0.0
2015-07-11,83,2014-2016,0.0
2015-07-11,43,2014-2016,0.0
2015-07-11,47,2014-2016,0.0
2015-07-11,115,2014-2016,0.0
2015-07-11,68,2014-2016,0.0
2015-07-11,39,2014-2016,0.0
2015-07-11,12,2014-2016,0.0
2015-07-11,108,2014-2016,0.1668330015283412
2015-07-11,110,2014-2016,0.008053042798154084
2015-07-11,141,2014-2016,0.002327689901966679
2015-07-11,17,2014-2016,0.0
2015-07-11,7,2014-2016,0.0
2015-07-11,16,2014-2016,0.0
2015-07-11,137,2014-2016,0.0
2015-07-11,84,2014-2016,0.0
2015-07-11,18,2014-2016,0.0
2015-07-11,25,2014-2016,0.0
2015-07-11,60,2014-2016,0.442639532518649
2015-07-11,10,2014-2016,0.0
2015-07-11,62,2014-2016,0.0
2015-07-11,71,2014-2016,0.0
2015-07-11,91,2014-2016,0.0
2015-07-11,75,2014-2016,0.003291070984444046
2015-07-11,96,2014-2016,0.0
2015-07-11,88,2014-2016,0.0
2015-07-11,44,2014-2016,0.0
2015-07-11,85,2014-2016,0.0
2015-07-11,89,2014-2016,0.0
2015-07-11,67,2014-2016,0.0
2015-07-11,76,2014-2016,0.0
2015-07-11,74,2014-2016,0.0
2015-07-11,87,2014-2016,0.0
2015-07-11,132,2014-2016,0.0
2015-07-11,69,2014-2016,0.0
2015-07-11,22,2014-2016,0.0
2015-07-11,119,2014-2016,0.0
2015-07-11,54,2014-2016,0.0
2015-07-11,122,2014-2016,0.005957521899547284
2015-07-11,29,2014-2016,0.0
2015-07-11,109,2014-2016,0.021606745025374675
2015-07-11,32,2014-2016,0.0
2015-07-11,57,2014-2016,0.0
2015-07-11,136,2014-2016,0.0
2015-07-11,106,2014-2016,0.0
2015-07-11,4,2014-2016,0.0
2015-07-11,52,2014-2016,0.0
2015-07-11,38,2014-2016,0.0
2015-07-11,81,2014-2016,0.0
2015-07-11,127,2014-2016,0.0
2015-07-11,53,2014-2016,0.0
2015-07-11,34,2014-2016,0.0
2015-07-11,135,2014-2016,0.0
2015-07-11,117,2014-2016,0.0
2015-07-11,105,2014-2016,0.0
2015-07-11,20,2014-2016,0.0
2015-07-11,102,2014-2016,0.0
2015-07-11,46,2014-2016,0.0
2015-07-11,73,2014-2016,0.0
2015-07-11,82,2014-2016,0.0
2015-07-11,124,2014-2016,0.0
2015-07-11,56,2014-2016,0.0
2015-07-11,3,2014-2016,0.0
2015-07-11,36,2014-2016,0.0
2015-07-11,41,2014-2016,0.0
2015-07-11,37,2014-2016,0.0
2015-07-11,139,2014-2016,0.0
2015-07-11,23,2014-2016,0.0
2015-07-11,40,2014-2016,0.0
2015-07-11,121,2014-2016,0.0
2015-07-11,33,2014-2016,0.0
2015-07-11,103,2014-2016,0.0
2015-07-11,13,2014-2016,0.0
2015-07-11,66,2014-2016,0.0
2015-07-11,123,2014-2016,0.0
2015-07-11,63,2014-2016,0.1471540259330347
2015-07-11,21,2014-2016,0.0
2015-07-11,49,2014-2016,0.0
2015-07-11,70,2014-2016,0.0
2015-07-11,45,2014-2016,0.0
2015-07-11,100,2014-2016,0.0
2015-07-11,92,2014-2016,0.0
2015-07-11,9,2014-2016,0.0
2015-07-11,114,2014-2016,0.0
2015-07-11,101,2014-2016,0.0
2015-07-11,138,2014-2016,0.0
2015-07-11,31,2014-2016,0.0
2015-07-11,104,2014-2016,0.0
2015-07-11,5,2014-2016,0.0
2015-07-11,126,2014-2016,0.0
2015-07-11,14,2014-2016,0.0
2015-07-11,111,2014-2016,0.0
2015-07-11,130,2014-2016,0.0
2015-07-11,19,2014-2016,0.0
2015-07-11,78,2014-2016,0.0
2015-07-11,27,2014-2016,0.0
2015-07-11,98,2014-2016,0.0
2015-07-11,6,2014-2016,0.0
2015-07-11,2,2014-2016,0.0
2015-07-11,59,2014-2016,0.2486657392411596
2015-07-11,131,2014-2016,0.0
2015-07-11,42,2014-2016,0.0
2015-07-11,129,2014-2016,0.0
2015-07-11,51,2014-2016,0.0
2015-07-11,120,2014-2016,0.0
2015-07-11,8,2014-2016,0.0
2015-07-11,1,2014-2016,0.0
2015-07-11,80,2014-2016,0.025702802322331544
2015-07-11,55,2014-2016,0.0
2015-07-11,64,2014-2016,0.010176857719656459
2015-07-11,107,2014-2016,0.0
2015-07-11,77,2014-2016,0.0
2015-07-11,28,2014-2016,0.0
2015-07-11,112,2014-2016,0.0
2015-07-11,133,2014-2016,0.0
2015-07-11,65,2014-2016,0.0
2015-07-11,24,2014-2016,0.0
2015-07-11,128,2014-2016,0.0
2015-07-11,50,2014-2016,0.0
2015-07-11,113,2014-2016,0.0
2015-07-11,94,2014-2016,0.0
2015-07-11,79,2014-2016,0.003275408904295442
2015-07-11,11,2014-2016,0.0
2015-07-11,15,2014-2016,0.0
2015-07-11,140,2014-2016,0.0
2015-07-11,97,2014-2016,0.0
2015-07-11,48,2014-2016,0.0
2015-07-11,35,2014-2016,0.0
2015-07-11,116,2014-2016,0.0
2015-07-11,95,2014-2016,0.0
2015-07-11,30,2014-2016,0.0
2015-07-11,58,2014-2016,0.31167962969082486
2015-07-23,93,2014-2016,0.0
2015-07-23,61,2014-2016,0.0
2015-07-23,86,2014-2016,0.0
2015-07-23,90,2014-2016,0.07996888615303713
2015-07-23,26,2014-2016,0.0
2015-07-23,72,2014-2016,0.0
2015-07-23,134,2014-2016,0.0
2015-07-23,99,2014-2016,0.0
2015-07-23,125,2014-2016,0.0
2015-07-23,118,2014-2016,0.0
2015-07-23,83,2014-2016,0.0
2015-07-23,43,2014-2016,0.0
2015-07-23,47,2014-2016,0.0
2015-07-23,115,2014-2016,0.0
2015-07-23,68,2014-2016,0.0
2015-07-23,39,2014-2016,0.0
2015-07-23,12,2014-2016,0.0
2015-07-23,108,2014-2016,0.16204130612114634
2015-07-23,110,2014-2016,0.005825441029111967
2015-07-23,141,2014-2016,0.0024336998718495983
2015-07-23,17,2014-2016,0.0
2015-07-23,7,2014-2016,0.00015919786619000397
2015-07-23,16,2014-2016,0.0
2015-07-23,137,2014-2016,0.0
2015-07-23,84,2014-2016,0.0
2015-07-23,18,2014-2016,0.0
2015-07-23,25,2014-2016,0.0
2015-07-23,60,2014-2016,0.0
2015-07-23,10,2014-2016,0.0
2015-07-23,62,2014-2016,0.0
2015-07-23,71,2014-2016,0.0
2015-07-23,91,2014-2016,0.0
2015-07-23,75,2014-2016,0.0017918325319318212
2015-07-23,96,2014-2016,0.0
2015-07-23,88,2014-2016,0.0
2015-07-23,44,2014-2016,0.0
2015-07-23,85,2014-2016,0.0
2015-07-23,89,2014-2016,0.0
2015-07-23,67,2014-2016,0.0
2015-07-23,76,2014-2016,0.0
2015-07-23,74,2014-2016,0.0
2015-07-23,87,2014-2016,0.0
2015-07-23,132,2014-2016,0.0
2015-07-23,69,2014-2016,0.0
2015-07-23,22,2014-2016,0.0
2015-07-23,119,2014-2016,0.0
2015-07-23,54,2014-2016,0.0
2015-07-23,122,2014-2016,0.0037076053318434174
2015-07-23,29,2014-2016,0.0
2015-07-23,109,2014-2016,0.020340334495572352
2015-07-23,32,2014-2016,0.0
2015-07-23,57,2014-2016,0.10653482380566918
2015-07-23,136,2014-2016,0.0
2015-07-23,106,2014-2016,0.0
2015-07-23,4,2014-2016,0.0
2015-07-23,52,2014-2016,0.0
2015-07-23,38,2014-2016,0.0
2015-07-23,81,2014-2016,0.0
2015-07-23,127,2014-2016,0.0
2015-07-23,53,2014-2016,0.0
2015-07-23,34,2014-2016,0.0
2015-07-23,135,2014-2016,0.0
2015-07-23,117,2014-2016,0.0
2015-07-23,105,2014-2016,0.0
2015-07-23,20,2014-2016,0.0
2015-07-23,102,2014-2016,0.0
2015-07-23,46,2014-2016,0.0
2015-07-23,73,2014-2016,0.0
2015-07-23,82,2014-2016,0.0
2015-07-23,124,2014-2016,0.0
2015-07-23,56,2014-2016,0.0
2015-07-23,3,2014-2016,0.0
2015-07-23,36,2014-2016,0.0
2015-07-23,41,2014-2016,0.0
2015-07-23,37,2014-2016,0.0
2015-07-23,139,2014-2016,0.0
2015-07-23,23,2014-2016,0.0
2015-07-23,40,2014-2016,0.0
2015-07-23,121,2014-2016,0.0
2015-07-23,33,2014-2016,0.05582400393536687
2015-07-23,103,2014-2016,0.0
2015-07-23,13,2014-2016,0.0
2015-07-23,66,2014-2016,0.0
2015-07-23,123,2014-2016,0.0
2015-07-23,63,2014-2016,0.0
2015-07-23,21,2014-2016,0.0
2015-07-23,49,2014-2016,0.0
2015-07-23,70,2014-2016,0.0
2015-07-23,45,2014-2016,7.30921546905044e-05
2015-07-23,100,2014-2016,0.0
2015-07-23,92,2014-2016,0.0
2015-07-23,9,2014-2016,0.0
2015-07-23,114,2014-2016,0.0
2015-07-23,101,2014-2016,0.0
2015-07-23,138,2014-2016,0.0
2015-07-23,31,2014-2016,0.0
2015-07-23,104,2014-2016,0.0
2015-07-23,5,2014-2016,0.0
2015-07-23,126,2014-2016,0.0
2015-07-23,14,2014-2016,0.0
2015-07-23,111,2014-2016,0.0
2015-07-23,130,2014-2016,0.0
2015-07-23,19,2014-2016,0.0
2015-07-23,78,2014-2016,0.0
2015-07-23,27,2014-2016,0.0
2015-07-23,98,2014-2016,0.0
2015-07-23,6,2014-2016,0.0
2015-07-23,2,2014-2016,0.0
2015-07-23,59,2014-2016,0.0
2015-07-23,131,2014-2016,0.0
2015-07-23,42,2014-2016,0.0
2015-07-23,129,2014-2016,0.0
2015-07-23,51,2014-2016,0.0
2015-07-23,120,2014-2016,0.0
2015-07-23,8,2014-2016,5.1085790433044473e-05
2015-07-23,1,2014-2016,0.0
2015-07-23,80,2014-2016,0.008812731815460452
2015-07-23,55,2014-2016,0.0
2015-07-23,64,2014-2016,0.0
2015-07-23,107,2014-2016,0.0
2015-07-23,77,2014-2016,0.0
2015-07-23,28,2014-2016,0.0
2015-07-23,112,2014-2016,0.0
2015-07-23,133,2014-2016,0.0
2015-07-23,65,2014-2016,0.0
2015-07-23,24,2014-2016,0.0
2015-07-23,128,2014-2016,0.0
2015-07-23,50,2014-2016,0.0
2015-07-23,113,2014-2016,0.0
2015-07-23,94,2014-2016,0.0
2015-07-23,79,2014-2016,0.0017742000010436455
2015-07-23,11,2014-2016,0.0
2015-07-23,15,2014-2016,0.0
2015-07-23,140,2014-2016,0.0
2015-07-23,97,2014-2016,0.0
2015-07-23,48,2014-2016,0.0
2015-07-23,35,2014-2016,0.0
2015-07-23,116,2014-2016,0.0
2015-07-23,95,2014-2016,0.0
2015-07-23,30,2014-2016,0.0
2015-07-23,58,2014-2016,0.04336743346773496
2015-08-16,93,2014-2016,0.0
2015-08-16,61,2014-2016,0.0
2015-08-16,86,2014-2016,0.0
2015-08-16,90,2014-2016,0.07577894759906657
2015-08-16,26,2014-2016,0.0
2015-08-16,72,2014-2016,0.0
2015-08-16,134,2014-2016,0.0
2015-08-16,99,2014-2016,0.0
2015-08-16,125,2014-2016,0.0
2015-08-16,118,2014-2016,0.0
2015-08-16,83,2014-2016,0.0
2015-08-16,43,2014-2016,0.0
2015-08-16,47,2014-2016,0.0
2015-08-16,115,2014-2016,0.0
2015-08-16,68,2014-2016,0.0
2015-08-16,39,2014-2016,0.0
2015-08-16,12,2014-2016,0.0
2015-08-16,108,2014-2016,0.16783444742415357
2015-08-16,110,2014-2016,0.006967891927122702
2015-08-16,141,2014-2016,0.0022440892493465073
2015-08-16,17,2014-2016,0.0
2015-08-16,7,2014-2016,0.0
2015-08-16,16,2014-2016,0.0
2015-08-16,137,2014-2016,0.00033267405286755634
2015-08-16,84,2014-2016,0.0
2015-08-16,18,2014-2016,0.0
2015-08-16,25,2014-2016,0.0
2015-08-16,60,2014-2016,0.0
2015-08-16,10,2014-2016,0.0
2015-08-16,62,2014-2016,0.0
2015-08-16,71,2014-2016,0.0
2015-08-16,91,2014-2016,0.0
2015-08-16,75,2014-2016,0.0011383602317963377
2015-08-16,96,2014-2016,0.0
2015-08-16,88,2014-2016,0.0
2015-08-16,44,2014-2016,0.0
2015-08-16,85,2014-2016,0.0
2015-08-16,89,2014-2016,0.0
2015-08-16,67,2014-2016,0.0
2015-08-16,76,2014-2016,0.0
2015-08-16,74,2014-2016,0.0
2015-08-16,87,2014-2016,0.0
2015-08-16,132,2014-2016,0.0
2015-08-16,69,2014-2016,0.0
2015-08-16,22,2014-2016,0.0
2015-08-16,119,2014-2016,0.0
2015-08-16,54,2014-2016,0.0
2015-08-16,122,2014-2016,0.005513875966497207
2015-08-16,29,2014-2016,0.0
2015-08-16,109,2014-2016,0.021639797820803802
2015-08-16,32,2014-2016,0.0
2015-08-16,57,2014-2016,0.13098489629144136
2015-08-16,136,2014-2016,0.0
2015-08-16,106,2014-2016,0.0
2015-08-16,4,2014-2016,0.0
2015-08-16,52,2014-2016,0.0
2015-08-16,38,2014-2016,0.0
2015-08-16,81,2014-2016,0.0
2015-08-16,127,2014-2016,0.0
2015-08-16,53,2014-2016,0.0
2015-08-16,34,2014-2016,0.0
2015-08-16,135,2014-2016,0.0
2015-08-16,117,2014-2016,0.0
2015-08-16,105,2014-2016,0.0
2015-08-16,20,2014-2016,0.0
2015-08-16,102,2014-2016,0.0
2015-08-16,46,2014-2016,0.0
2015-08-16,73,2014-2016,0.0
2015-08-16,82,2014-2016,0.0
2015-08-16,124,2014-2016,0.0
2015-08-16,56,2014-2016,0.0
2015-08-16,3,2014-2016,0.0
2015-08-16,36,2014-2016,0.0
2015-08-16,41,2014-2016,0.0
2015-08-16,37,2014-2016,0.0
2015-08-16,139,2014-2016,0.0
2015-08-16,23,2014-2016,0.0
2015-08-16,40,2014-2016,0.0
2015-08-16,121,2014-2016,0.0
2015-08-16,33,2014-2016,0.055987543300124086
2015-08-16,103,2014-2016,0.0
2015-08-16,13,2014-2016,0.0
2015-08-16,66,2014-2016,0.0
2015-08-16,123,2014-2016,0.0
2015-08-16,63,2014-2016,0.0
2015-08-16,21,2014-2016,0.0
2015-08-16,49,2014-2016,0.0
2015-08-16,70,2014-2016,0.0
2015-08-16,45,2014-2016,0.0
2015-08-16,100,2014-2016,0.0
2015-08-16,92,2014-2016,0.0
2015-08-16,9,2014-2016,0.0
2015-08-16,114,2014-2016,0.0
2015-08-16,101,2014-2016,0.0
2015-08-16,138,2014-2016,0.0
2015-08-16,31,2014-2016,0.0
2015-08-16,104,2014-2016,0.0
2015-08-16,5,2014-2016,0.0
2015-08-16,126,2014-2016,0.0
2015-08-16,14,2014-2016,0.0
2015-08-16,111,2014-2016,0.0
2015-08-16,130,2014-2016,0.0
2015-08-16,19,2014-2016,0.0
2015-08-16,78,2014-2016,0.0
2015-08-16,27,2014-2016,0.0
2015-08-16,98,2014-2016,0.0
2015-08-16,6,2014-2016,0.0
2015-08-16,2,2014-2016,0.0
2015-08-16,59,2014-2016,0.0
2015-08-16,131,2014-2016,0.0
2015-08-16,42,2014-2016,0.0
2015-08-16,129,2014-2016,0.0
2015-08-16,51,2014-2016,0.0
2015-08-16,120,2014-2016,0.0
2015-08-16,8,2014-2016,0.0
2015-08-16,1,2014-2016,0.0
2015-08-16,80,2014-2016,0.025271301316992817
2015-08-16,55,2014-2016,0.0
2015-08-16,64,2014-2016,0.0
2015-08-16,107,2014-2016,0.0
2015-08-16,77,2014-2016,0.0
2015-08-16,28,2014-2016,0.0
2015-08-16,112,2014-2016,0.0
2015-08-16,133,2014-2016,0.0
2015-08-16,65,2014-2016,0.0
2015-08-16,24,2014-2016,0.0
2015-08-16,128,2014-2016,0.0
2015-08-16,50,2014-2016,0.0
2015-08-16,113,2014-2016,0.0
2015-08-16,94,2014-2016,0.0
2015-08-16,79,2014-2016,0.008939104508046192
2015-08-16,11,2014-2016,0.0
2015-08-16,15,2014-2016,0.0
2015-08-16,140,2014-2016,0.0
2015-08-16,97,2014-2016,0.0
2015-08-16,48,2014-2016,0.0
2015-08-16,35,2014-2016,0.0
2015-08-16,116,2014-2016,0.0
2015-08-16,95,2014-2016,0.0
2015-08-16,30,2014-2016,0.0
2015-08-16,58,2014-2016,0.048316605096655973
2015-08-23,93,2014-2016,0.0
2015-08-23,61,2014-2016,0.0
2015-08-23,86,2014-2016,0.0
2015-08-23,90,2014-2016,0.0
2015-08-23,26,2014-2016,0.0
2015-08-23,72,2014-2016,0.0
2015-08-23,134,2014-2016,0.0
2015-08-23,99,2014-2016,0.0
2015-08-23,125,2014-2016,0.0
2015-08-23,118,2014-2016,0.0
2015-08-23,83,2014-2016,0.0
2015-08-23,43,2014-2016,0.0
2015-08-23,47,2014-2016,0.0
2015-08-23,115,2014-2016,0.0
2015-08-23,68,2014-2016,0.0
2015-08-23,39,2014-2016,0.0
2015-08-23,12,2014-2016,0.0
2015-08-23,108,2014-2016,0.4270639787199043
2015-08-23,110,2014-2016,0.0
2015-08-23,141,2014-2016,0.0
2015-08-23,17,2014-2016,0.0
2015-08-23,7,2014-2016,0.0
2015-08-23,16,2014-2016,0.0
2015-08-23,137,2014-2016,0.0
2015-08-23,84,2014-2016,0.0
2015-08-23,18,2014-2016,0.0
2015-08-23,25,2014-2016,0.0
2015-08-23,60,2014-2016,0.0
2015-08-23,10,2014-2016,0.0
2015-08-23,62,2014-2016,0.0
2015-08-23,71,2014-2016,0.0
2015-08-23,91,2014-2016,0.0
2015-08-23,75,2014-2016,0.0
2015-08-23,96,2014-2016,0.0
2015-08-23,88,2014-2016,0.0
2015-08-23,44,2014-2016,0.0
2015-08-23,85,2014-2016,0.0
2015-08-23,89,2014-2016,0.0
