date,date_millis,rainfall_5day_mm,source,is_dry
2020-01-10,1578701057000,17.109263479109693,S1,False
2020-01-10,1578701082000,17.109263479109693,S1,False
2020-01-16,1579219432000,0.0,S1,True
2020-01-17,1579305370000,0.0,S1,True
2020-01-22,1579737857000,2.8410531609854326,S1,True
2020-01-22,1579737882000,2.8410531609854326,S1,True
2020-01-28,1580191662412,12.21450900523171,ALOS2,False
2020-01-28,1580191703171,12.21450900523171,ALOS2,False
2020-01-29,1580342169000,12.388905702591138,S1,False
2020-02-03,1580774657000,3.3401410581957327,S1,True
2020-02-03,1580774682000,3.3401410581957327,S1,True
2020-02-06,1580968844264,0.6109815800299673,ALOS2,True
2020-02-06,1580968885022,0.6109815800299673,ALOS2,True
2020-02-10,1581378969000,4.49856838153519,S1,True
2020-02-11,1581401262186,4.49856838153519,ALOS2,True
2020-02-11,1581401302946,4.49856838153519,ALOS2,True
2020-12-11,1607731465000,0.0,S1,True
2020-12-11,1607731490000,0.0,S1,True
2020-12-15,1608012462223,0.00547034752598996,ALOS2,True
2020-12-15,1608012502981,0.00547034752598996,ALOS2,True
2020-12-18,1608335777000,0.00547034752598996,S1,True
2020-12-23,1608768264000,0.0,S1,True
2020-12-23,1608768289000,0.0,S1,True
2020-12-24,1608789645338,0.0,ALOS2,True
2020-12-24,1608789686096,0.0,ALOS2,True
2020-12-29,1609222062725,0.0,ALOS2,True
2020-12-29,1609222103485,0.0,ALOS2,True
2020-12-30,1609372577000,0.0,S1,True
2021-01-02,1609566828142,0.0017658487546299577,ALOS2,True
2021-01-02,1609566868901,0.0017658487546299577,ALOS2,True
2021-01-04,1609805064000,0.0017658487546299577,S1,True
2021-01-04,1609805089000,0.0017658487546299577,S1,True
2021-01-07,1609999245619,0.0,ALOS2,True
2021-01-07,1609999286381,0.0,ALOS2,True
2021-01-11,1610409376000,0.5200920120978647,S1,True
2021-01-16,1610841863000,0.0,S1,True
2021-01-16,1610841888000,0.0,S1,True
2021-01-23,1611446176000,0.1840797498563194,S1,True
2021-01-26,1611641264058,0.0,ALOS2,True
2021-01-26,1611641304817,0.0,ALOS2,True
2021-01-28,1611878663000,0.0,S1,True
2021-01-28,1611878688000,0.0,S1,True
2021-02-04,1612482975000,0.001961145287423427,S1,True
2021-02-09,1612850863728,0.8592433183585391,ALOS2,True
2021-02-09,1612850904490,0.8592433183585391,ALOS2,True
2021-02-09,1612915462000,0.8592433183585391,S1,True
2021-02-09,1612915487000,0.8592433183585391,S1,True
2021-02-13,1613195628645,0.0,ALOS2,True
2021-02-13,1613195669407,0.0,ALOS2,True
2021-12-13,1639439783000,0.21884457652165665,S1,True
2021-12-14,1639462062895,0.21884457652165665,ALOS2,True
2021-12-14,1639462103653,0.21884457652165665,ALOS2,True
2021-12-18,1639872270000,0.0,S1,True
2021-12-18,1639872295000,0.0,S1,True
2021-12-23,1640239245608,0.0,ALOS2,True
2021-12-23,1640239286367,0.0,ALOS2,True
2021-12-25,1640476582000,0.0,S1,True
2021-12-28,1640671663216,0.30335377078838577,ALOS2,True
2021-12-28,1640671703978,0.30335377078838577,ALOS2,True
2021-12-30,1640909069000,8.349144004011082,S1,False
2021-12-30,1640909094000,8.349144004011082,S1,False
2022-01-01,1641016428259,8.349144004011082,ALOS2,False
2022-01-01,1641016469021,8.349144004011082,ALOS2,False
2022-01-06,1641448845912,0.0031288342858933234,ALOS2,True
2022-01-06,1641448886674,0.0031288342858933234,ALOS2,True
2022-01-06,1641513382000,0.0031288342858933234,S1,True
2022-01-11,1641945869000,7.680040710133354,S1,False
2022-01-11,1641945894000,7.680040710133354,S1,False
2022-01-18,1642550181000,23.91390535362057,S1,False
2022-01-23,1642982668000,8.190367865023834,S1,False
2022-01-23,1642982693000,8.190367865023834,S1,False
2022-01-25,1643090904351,8.190367865023834,ALOS2,False
2022-01-30,1643586981000,0.0,S1,True
2022-02-03,1643868045892,3.4070981149380772,ALOS2,True
2022-02-03,1643868086654,3.4070981149380772,ALOS2,True
2022-02-04,1644019468000,44.16235286502857,S1,False
2022-02-04,1644019493000,44.16235286502857,S1,False
2022-02-08,1644300463311,44.09854713670055,ALOS2,False
2022-02-08,1644300504073,44.09854713670055,ALOS2,False
2022-02-11,1644623781000,0.0,S1,True
2022-02-12,1644645228279,0.0,ALOS2,True
2022-02-12,1644645269037,0.0,ALOS2,True
2022-12-13,1670911663736,0.0019427402428749392,ALOS2,True
2022-12-13,1670911704495,0.0019427402428749392,ALOS2,True
2022-12-13,1670976276000,0.0019427402428749392,S1,True
2022-12-13,1670976301000,0.0019427402428749392,S1,True
2022-12-22,1671688846081,0.0,ALOS2,True
2022-12-22,1671688886840,0.0,ALOS2,True
2022-12-25,1672013075000,0.0,S1,True
2022-12-25,1672013100000,0.0,S1,True
2022-12-27,1672121264182,0.0,ALOS2,True
2022-12-27,1672121304944,0.0,ALOS2,True
2022-12-31,1672466029467,0.0020000000949949026,ALOS2,True
2022-12-31,1672466070229,0.0020000000949949026,ALOS2,True
2023-01-01,1672617388000,0.0020000000949949026,S1,True
2023-01-05,1672898446776,0.0020000000949949026,ALOS2,True
2023-01-05,1672898487538,0.0020000000949949026,ALOS2,True
2023-01-06,1673049875000,0.0,S1,True
2023-01-06,1673049900000,0.0,S1,True
2023-01-13,1673654187000,0.0,S1,True
2023-01-18,1674086674000,0.0,S1,True
2023-01-18,1674086699000,0.0,S1,True
2023-01-24,1674540463955,0.0,ALOS2,True
2023-01-24,1674540504717,0.0,ALOS2,True
2023-01-25,1674690987000,0.0,S1,True
2023-01-30,1675123474000,0.7287515187758623,S1,True
2023-01-30,1675123499000,0.7287515187758623,S1,True
2023-02-02,1675317646443,1.7070848319196459,ALOS2,True
2023-02-02,1675317687206,1.7070848319196459,ALOS2,True
2023-02-06,1675727786000,0.0,S1,True
2023-02-07,1675750063240,0.0,ALOS2,True
2023-02-07,1675750104002,0.0,ALOS2,True
2023-02-11,1676094829325,0.0,ALOS2,True
